0; 44 1018; 29 1006; 18 1020; 10 1013; 5 1018; 19 1030; 30 1016; 39 1023
1; 840 1005; 824 1003; 821 1019; 812 1017; 811 1022; 826 1025; 829 1009; 839 1011
2; 22 1004; 4 1002; 6 984; -5 983; -4 976; 14 978; 12 996; 23 997
3; 907 965; 897 986; 918 996; 911 1010; 919 1014; 930 992; 908 982; 915 968
4; 615 966; 592 972; 597 995; 584 1000; 585 1009; 608 1002; 603 978; 618 974
5; 578 936; 554 942; 560 965; 547 970; 548 979; 572 972; 566 948; 581 944
6; 167 957; 157 931; 183 921; 177 906; 185 902; 194 927; 169 937; 176 953
7; 254 894; 254 921; 281 921; 281 938; 291 938; 291 912; 264 912; 263 894
8; 798 863; 798 888; 822 888; 822 904; 831 904; 831 879; 807 879; 805 863
9; 640 801; 617 806; 622 829; 609 834; 610 842; 633 836; 628 813; 642 808
10; 304 800; 289 819; 271 803; 260 816; 253 810; 269 791; 287 807; 296 794
11; 425 833; 423 860; 397 857; 396 874; 386 873; 389 846; 415 849; 416 832
12; 461 798; 443 778; 424 795; 415 782; 406 788; 423 808; 442 791; 452 804
13; 462 856; 437 848; 443 823; 427 818; 430 809; 455 815; 449 841; 464 846
14; 426 847; 410 829; 428 814; 418 804; 424 798; 440 815; 422 830; 432 841
15; 545 796; 528 817; 508 800; 497 814; 488 808; 507 787; 526 804; 536 790
16; 815 775; 800 794; 782 778; 771 791; 764 785; 780 766; 798 782; 807 769
17; 25 787; 3 797; 13 820; 0 825; 3 834; 25 823; 15 800; 29 795
18; 58 765; 33 771; 39 796; 25 800; 26 810; 51 803; 45 778; 60 774
19; 288 790; 286 766; 262 768; 261 753; 253 754; 254 778; 278 776; 279 791
20; 329 747; 305 751; 301 727; 286 730; 284 721; 309 717; 313 741; 327 738
21; 271 732; 250 743; 240 721; 225 728; 222 720; 244 709; 254 731; 268 724
22; 919 713; 896 725; 885 701; 869 708; 866 699; 890 687; 901 711; 915 704
23; 929 729; 904 716; 916 690; 899 683; 904 674; 929 686; 918 712; 935 719
24; 744 641; 726 659; 746 676; 735 688; 742 694; 760 674; 740 658; 750 647
25; 561 672; 549 648; 574 637; 566 622; 575 619; 586 642; 563 653; 570 669
26; 591 604; 591 629; 617 629; 617 645; 626 645; 626 620; 600 620; 599 604
27; 839 591; 814 591; 814 615; 798 615; 798 623; 823 624; 823 600; 839 600
28; 747 563; 736 585; 758 595; 751 610; 759 614; 771 591; 748 580; 755 567
29; 693 576; 675 556; 656 573; 647 560; 638 566; 655 586; 674 569; 684 582
30; 497 542; 497 566; 521 566; 521 581; 530 581; 530 557; 506 557; 505 542
31; 897 573; 892 548; 917 544; 914 530; 923 528; 927 552; 903 556; 906 571
32; 468 508; 448 519; 438 497; 424 504; 421 496; 442 485; 452 507; 465 500
33; 163 523; 140 523; 140 500; 126 500; 126 492; 149 491; 149 515; 163 515
34; 1025 484; 1025 509; 999 509; 999 525; 990 525; 990 500; 1016 500; 1017 484
35; 951 483; 946 505; 968 512; 965 528; 973 530; 979 506; 956 500; 959 485
36; 406 462; 387 477; 403 495; 390 506; 396 513; 415 497; 399 479; 412 468
37; 218 452; 203 474; 182 459; 173 472; 165 468; 181 446; 202 461; 210 448
38; 607 442; 584 450; 592 472; 577 478; 581 487; 604 478; 596 455; 611 450
39; 258 420; 258 444; 234 444; 234 459; 225 459; 225 435; 249 435; 250 420
40; 754 423; 738 404; 719 420; 710 407; 703 413; 718 432; 736 416; 747 429
41; 1026 444; 1024 419; 998 421; 997 405; 989 406; 990 431; 1016 429; 1017 445
42; 117 309; 107 332; 129 343; 122 358; 130 362; 142 338; 119 327; 126 313
43; 656 310; 645 333; 668 344; 661 359; 670 363; 682 339; 658 328; 665 314
44; 377 309; 360 290; 343 306; 334 294; 327 299; 342 318; 359 302; 369 314
45; 459 319; 442 299; 461 283; 451 272; 457 266; 474 285; 455 300; 465 313
46; 209 284; 188 295; 178 273; 163 280; 160 272; 182 261; 192 283; 206 276
47; 126 265; 120 242; 97 247; 92 233; 85 235; 90 258; 113 253; 118 267
48; 1009 256; 985 259; 983 234; 967 235; 966 226; 991 223; 993 248; 1008 247
49; 921 226; 895 222; 890 248; 876 244; 874 254; 899 258; 903 232; 919 236
50; 323 178; 319 202; 343 206; 340 221; 349 223; 353 198; 329 194; 332 180
51; 1028 163; 1009 168; 1014 187; 1003 191; 1004 198; 1023 192; 1018 173; 1030 169
52; 755 167; 748 144; 725 149; 720 135; 712 137; 718 160; 741 155; 746 169
53; 756 154; 755 179; 729 177; 728 193; 719 192; 721 167; 747 169; 748 153
54; 388 122; 377 144; 399 154; 392 169; 400 173; 412 150; 389 139; 396 126
55; 357 73; 350 95; 372 104; 366 119; 374 122; 383 99; 360 90; 365 76
56; 615 54; 604 76; 626 86; 619 101; 627 105; 639 82; 616 72; 623 58
57; 714 42; 691 50; 699 72; 685 78; 688 87; 711 78; 703 56; 717 50
58; 253 15; 250 38; 273 42; 270 56; 279 58; 283 34; 259 30; 262 17
59; 129 12; 107 22; 117 44; 103 50; 107 59; 129 48; 119 25; 133 20
60; 237 23; 219 21; 221 3; 209 2; 210 -4; 229 -2; 227 15; 238 16
