0; 330 1009; 315 996; 302 1011; 293 1003; 289 1009; 303 1022; 316 1007; 325 1015
1; 844 995; 826 999; 830 1017; 820 1021; 820 1028; 838 1023; 834 1005; 845 1001
2; 479 995; 456 991; 452 1014; 440 1011; 438 1019; 460 1023; 464 1000; 477 1003
3; 98 982; 75 986; 71 962; 57 965; 55 956; 79 952; 83 976; 96 973
4; 891 957; 866 957; 866 983; 849 983; 849 991; 875 992; 875 966; 891 966
5; 940 950; 915 946; 911 970; 898 967; 895 976; 919 980; 923 956; 937 959
6; 398 958; 376 956; 378 933; 364 932; 365 924; 388 926; 386 949; 399 950
7; 360 930; 348 908; 325 918; 319 903; 311 908; 322 930; 345 920; 350 934
8; 736 903; 713 894; 704 917; 690 912; 687 919; 709 928; 718 905; 733 910
9; 167 910; 155 888; 132 898; 126 884; 118 888; 129 910; 152 900; 157 914
10; 387 878; 363 873; 359 897; 346 894; 344 902; 367 907; 371 883; 385 886
11; 171 847; 170 870; 147 868; 146 882; 138 881; 140 858; 163 860; 164 846
12; 192 848; 169 850; 171 873; 158 874; 159 882; 181 880; 179 857; 193 856
13; 240 868; 238 848; 218 850; 217 837; 211 838; 212 858; 232 856; 233 869
14; 193 879; 182 858; 204 848; 197 835; 205 832; 215 852; 194 862; 201 876
15; 319 817; 310 794; 287 802; 282 787; 274 791; 282 814; 305 806; 310 821
16; 520 815; 496 815; 496 791; 481 791; 481 782; 505 781; 505 806; 520 806
17; 639 755; 614 752; 612 777; 597 776; 596 785; 620 788; 622 763; 638 764
18; 807 734; 782 737; 784 762; 769 763; 770 772; 794 770; 792 744; 808 743
19; 917 670; 911 647; 888 652; 883 638; 876 640; 881 663; 904 658; 909 672
20; 336 687; 326 662; 352 652; 346 638; 354 634; 363 658; 338 668; 345 683
21; 51 655; 31 653; 33 632; 19 631; 20 623; 41 625; 39 646; 52 647
22; 593 647; 569 647; 569 623; 554 623; 554 614; 578 613; 578 638; 593 638
23; 867 590; 856 568; 832 578; 826 563; 818 568; 828 590; 852 580; 858 595
24; 1021 577; 1001 581; 997 560; 984 563; 982 555; 1003 551; 1007 572; 1019 569
25; 206 544; 181 542; 179 566; 164 565; 163 574; 187 576; 189 552; 205 553
26; 601 582; 579 571; 589 549; 575 543; 579 535; 601 545; 591 567; 605 573
27; 833 539; 816 520; 797 536; 788 523; 780 529; 796 548; 815 532; 825 545
28; 266 511; 245 522; 235 500; 220 507; 217 499; 239 488; 249 510; 263 503
29; 448 520; 425 520; 425 497; 411 497; 411 489; 434 488; 434 512; 448 512
30; 511 490; 487 486; 483 509; 471 506; 468 514; 491 518; 495 495; 508 498
31; 62 507; 39 505; 41 481; 26 480; 27 471; 51 473; 49 497; 63 498
32; 330 470; 313 451; 296 467; 287 455; 279 460; 295 479; 312 463; 322 475
33; 253 488; 231 476; 241 453; 226 447; 231 439; 253 449; 243 473; 258 479
34; 159 442; 135 440; 133 464; 119 463; 118 472; 141 474; 143 450; 158 451
35; 191 433; 164 431; 161 458; 145 457; 144 467; 170 469; 172 442; 190 443
36; 864 419; 846 436; 831 417; 819 427; 813 421; 832 404; 847 423; 858 413
37; 108 451; 99 428; 122 419; 117 406; 124 402; 132 424; 110 433; 116 447
38; 325 439; 302 430; 310 406; 295 400; 299 392; 322 400; 314 424; 329 430
39; 819 391; 794 389; 792 413; 777 412; 776 421; 800 423; 802 399; 818 400
40; 469 370; 469 390; 449 390; 449 403; 442 403; 442 383; 462 383; 463 370
41; 217 391; 192 384; 198 359; 183 355; 185 346; 210 352; 204 377; 218 381
42; 519 395; 508 373; 530 363; 523 350; 531 346; 541 367; 520 377; 527 391
43; 222 381; 217 355; 243 351; 239 337; 248 334; 252 359; 228 363; 231 378
44; 77 295; 53 295; 53 319; 38 319; 38 327; 62 328; 62 304; 77 304
45; 801 285; 781 268; 765 287; 754 277; 748 283; 767 300; 782 281; 795 291
46; 369 293; 357 269; 333 280; 326 265; 318 269; 329 293; 353 282; 359 297
47; 479 235; 465 216; 446 229; 438 217; 432 221; 445 240; 464 227; 473 239
48; 788 238; 777 216; 754 226; 749 212; 741 216; 751 238; 774 228; 779 242
49; 980 248; 961 231; 977 214; 964 203; 970 197; 989 212; 973 230; 986 240
50; 872 142; 848 137; 844 161; 831 158; 829 167; 852 171; 856 147; 870 150
51; 584 169; 562 163; 567 141; 554 137; 556 130; 578 135; 573 157; 585 161
52; 737 115; 715 104; 705 126; 691 119; 688 127; 709 138; 719 116; 734 123
53; 727 97; 711 79; 694 94; 685 82; 678 87; 693 105; 710 90; 720 102
54; 908 106; 882 120; 871 93; 853 101; 849 92; 876 78; 888 105; 904 97
55; 908 69; 907 85; 890 84; 889 94; 883 94; 885 77; 902 78; 902 68
56; 381 123; 359 112; 369 88; 354 82; 359 74; 381 84; 371 108; 386 114
57; 19 97; 0 92; 4 72; -7 68; -6 62; 13 66; 8 86; 19 90
58; 1001 45; 979 30; 964 51; 952 42; 946 49; 966 64; 982 43; 995 52
59; 805 34; 779 34; 779 8; 762 8; 762 0; 788 -1; 788 25; 805 25
60; 663 -7; 649 10; 669 24; 660 36; 667 41; 681 22; 661 8; 670 -2
61; 439 36; 419 30; 424 10; 411 6; 413 0; 433 4; 428 24; 440 28
