0; 706 968; 686 985; 703 1004; 690 1015; 696 1023; 716 1005; 699 986; 712 975
1; 700 971; 677 959; 666 982; 653 975; 649 983; 671 995; 681 972; 696 979
2; 498 961; 498 986; 523 986; 523 1002; 533 1002; 533 977; 507 977; 506 961
3; 815 957; 805 979; 827 989; 820 1005; 828 1008; 840 985; 817 974; 824 960
4; 139 938; 119 955; 136 974; 123 985; 129 993; 149 975; 132 956; 145 945
5; 494 969; 487 944; 462 950; 458 935; 449 937; 455 962; 480 956; 484 971
6; 213 897; 213 923; 239 923; 239 940; 248 940; 248 914; 222 914; 221 897
7; 396 893; 396 918; 422 918; 422 934; 431 934; 431 909; 405 909; 404 893
8; 708 879; 690 897; 710 914; 699 926; 706 932; 724 912; 704 896; 715 885
9; 156 831; 138 811; 119 828; 110 815; 101 821; 118 841; 137 824; 147 837
10; 397 821; 390 796; 365 802; 361 787; 353 789; 358 814; 383 808; 387 823
11; 123 781; 97 776; 92 802; 78 798; 76 808; 101 812; 105 786; 121 790
12; 702 788; 682 770; 666 790; 655 780; 649 786; 668 804; 683 784; 696 794
13; 26 773; 9 776; 5 757; -5 760; -6 753; 11 750; 15 768; 25 766
14; 378 770; 371 746; 347 752; 343 737; 335 740; 341 763; 364 758; 369 773
15; 70 707; 50 724; 67 743; 53 754; 60 762; 80 744; 63 725; 77 714
16; 274 693; 250 681; 239 705; 225 698; 221 707; 244 719; 255 695; 270 702
17; 826 688; 823 661; 797 664; 796 647; 788 648; 789 674; 815 672; 816 689
18; 423 605; 405 624; 425 641; 414 654; 421 660; 439 640; 419 623; 430 611
19; 664 591; 640 579; 629 604; 614 596; 611 605; 634 617; 645 593; 661 600
20; 36 494; 29 472; 7 477; 3 463; -4 466; 1 488; 23 483; 27 497
21; 480 463; 473 438; 448 444; 443 428; 435 431; 441 456; 466 450; 471 466
22; 917 417; 892 412; 888 437; 874 434; 872 443; 896 448; 900 423; 915 426
23; 822 345; 822 370; 848 370; 848 386; 857 386; 857 361; 831 361; 830 345
24; 219 357; 212 332; 187 338; 182 323; 174 325; 180 350; 205 344; 209 359
25; 456 274; 438 293; 458 310; 447 323; 454 329; 472 309; 452 292; 463 280
26; 815 256; 808 231; 783 237; 779 222; 770 224; 776 249; 801 243; 805 258
27; 780 258; 773 233; 748 239; 744 224; 736 226; 741 251; 766 245; 770 260
28; 494 229; 489 204; 515 200; 511 186; 520 184; 524 208; 500 212; 503 227
29; 742 175; 736 198; 713 193; 708 207; 699 205; 706 182; 729 187; 734 173
30; 941 206; 939 182; 915 184; 914 169; 906 170; 907 194; 931 192; 932 207
31; 805 166; 786 182; 802 201; 789 211; 795 219; 814 202; 798 183; 811 173
32; 171 210; 151 193; 168 174; 155 164; 161 157; 181 173; 164 192; 177 202
33; 1013 160; 988 155; 984 180; 970 177; 968 186; 992 191; 996 166; 1011 169
34; 347 129; 341 152; 318 147; 313 161; 304 159; 311 136; 334 141; 339 127
35; 891 122; 891 148; 918 148; 918 165; 927 165; 927 139; 901 139; 900 122
36; 892 166; 870 154; 880 130; 865 124; 870 115; 892 126; 882 150; 897 156
37; 180 145; 173 123; 151 128; 147 114; 139 117; 145 139; 167 134; 171 148
38; 843 102; 823 119; 840 138; 827 148; 833 157; 853 139; 836 120; 849 109
39; 340 68; 320 84; 337 103; 324 113; 330 121; 350 104; 333 85; 346 75
40; 459 100; 450 76; 426 84; 420 69; 412 72; 420 96; 444 88; 450 103
41; 881 91; 872 67; 848 75; 842 60; 834 63; 842 87; 866 79; 872 94
42; 134 46; 114 63; 131 82; 118 93; 124 101; 144 83; 127 64; 140 53
43; 1024 70; 1014 46; 990 54; 984 38; 975 42; 984 66; 1008 58; 1014 74
44; 1023 44; 1015 17; 988 24; 983 7; 974 10; 981 36; 1007 30; 1012 47
