0; 542 1021; 534 1010; 523 1017; 519 1011; 515 1013; 522 1024; 533 1017; 538 1023
1; 577 1023; 563 1026; 560 1010; 551 1013; 550 1007; 565 1004; 568 1019; 576 1017
2; 494 1015; 479 1002; 466 1017; 458 1009; 453 1015; 467 1028; 480 1013; 489 1021
3; 18 993; 15 1015; 37 1019; 34 1032; 42 1034; 46 1011; 23 1007; 26 995
4; 265 1024; 260 999; 286 995; 282 981; 291 979; 295 1003; 271 1007; 274 1022
5; 667 922; 644 910; 633 933; 619 926; 616 934; 638 946; 649 923; 664 930
6; 463 943; 461 918; 435 920; 434 904; 426 905; 427 930; 453 928; 454 944
7; 716 899; 716 924; 690 924; 690 940; 681 940; 681 915; 707 915; 708 899
8; 584 939; 579 914; 604 910; 601 896; 610 894; 614 918; 590 922; 593 937
9; 354 903; 342 881; 318 891; 312 876; 303 881; 314 903; 338 893; 344 908
10; 139 871; 138 898; 111 895; 110 912; 100 911; 103 884; 129 887; 130 870
11; 252 855; 235 874; 254 889; 244 902; 250 908; 267 888; 248 872; 258 861
12; 301 875; 294 849; 267 855; 262 839; 254 841; 260 867; 286 861; 291 877
13; 674 832; 671 801; 640 804; 639 784; 629 786; 631 817; 661 814; 663 833
14; 684 806; 677 780; 651 786; 646 770; 637 772; 643 798; 669 792; 674 808
15; 1019 762; 1005 772; 1014 787; 1005 794; 1009 798; 1023 788; 1014 773; 1023 767
16; 145 833; 143 808; 117 810; 116 793; 108 795; 109 820; 135 818; 136 835
17; 130 798; 123 774; 99 780; 95 765; 87 767; 92 792; 117 786; 121 801
18; 19 771; 15 746; 39 742; 36 729; 45 726; 48 750; 25 754; 28 769
19; 190 725; 170 742; 187 761; 174 771; 180 780; 200 762; 183 743; 196 732
20; 355 754; 348 729; 323 735; 319 720; 310 722; 316 747; 341 741; 345 756
21; 701 690; 700 715; 674 713; 673 730; 664 728; 666 702; 692 705; 693 688
22; 734 718; 716 699; 736 682; 725 670; 732 665; 750 683; 730 700; 741 713
23; 818 645; 798 627; 782 647; 771 637; 765 643; 784 661; 800 641; 812 651
24; 543 621; 525 640; 545 657; 534 670; 541 676; 559 656; 539 639; 550 627
25; 617 621; 617 646; 641 646; 641 662; 650 662; 650 637; 626 637; 625 621
26; 460 633; 438 645; 428 622; 413 629; 409 621; 432 609; 442 632; 456 625
27; 356 629; 353 604; 378 602; 377 587; 386 586; 388 610; 364 612; 365 628
28; 690 605; 668 617; 657 594; 642 601; 639 593; 662 581; 673 604; 687 597
29; 16 574; 0 576; 2 591; -7 592; -6 598; 8 596; 7 581; 17 580
30; 830 557; 812 575; 832 592; 821 604; 828 610; 846 591; 826 574; 837 563
31; 68 586; 49 569; 65 550; 52 540; 58 533; 77 549; 61 568; 74 578
32; 189 543; 169 525; 153 545; 142 534; 136 541; 154 559; 171 539; 183 550
33; 338 512; 338 538; 364 538; 364 555; 373 555; 373 529; 347 529; 346 512
34; 362 507; 342 489; 325 509; 313 498; 307 505; 326 523; 343 503; 356 514
35; 748 476; 729 494; 712 474; 699 485; 693 478; 713 460; 730 480; 742 469
36; 166 460; 162 437; 185 433; 182 421; 190 419; 193 441; 171 445; 174 458
37; 947 376; 925 387; 935 411; 920 417; 925 427; 947 415; 937 391; 952 385
38; 812 368; 795 387; 814 402; 804 415; 810 421; 827 401; 808 385; 818 374
39; 161 351; 141 368; 158 387; 145 397; 151 406; 171 388; 154 369; 167 359
40; 8 388; -7 374; 5 359; -4 351; 0 345; 16 358; 3 373; 13 381
41; 717 347; 694 335; 683 358; 669 351; 666 359; 688 371; 699 348; 714 355
42; 999 238; 993 261; 970 256; 965 270; 956 268; 963 245; 987 250; 991 236
43; 1027 256; 1004 244; 993 267; 980 260; 976 268; 998 280; 1008 257; 1023 264
44; 751 228; 751 254; 777 254; 777 271; 786 271; 786 245; 760 245; 759 228
45; 786 224; 783 247; 806 251; 803 265; 811 267; 816 243; 792 239; 795 226
46; 826 207; 826 230; 803 230; 803 244; 795 244; 795 221; 818 221; 819 207
47; 783 107; 783 133; 810 133; 810 150; 820 150; 820 124; 793 124; 792 107
48; 1020 37; 1009 29; 1016 18; 1010 13; 1012 10; 1023 17; 1016 28; 1023 33
49; 562 71; 538 59; 527 83; 513 76; 509 85; 532 97; 543 73; 558 80
50; 525 30; 505 12; 488 32; 476 21; 470 28; 489 46; 506 26; 519 37
51; 504 92; 485 71; 506 54; 495 41; 502 35; 521 55; 500 72; 511 86
52; 489 2; 475 -4; 468 9; 460 5; 458 10; 471 17; 478 3; 487 7
53; 58 41; 39 27; 52 8; 40 0; 44 -5; 63 7; 50 26; 62 34
