0; 9 0; 20 27; 37 4
1; 136 13; 97 8; 113 45
2; 282 32; 321 36; 305 0
3; 202 44; 240 33; 211 5
4; 1003 21; 963 25; 986 58
5; 820 16; 784 33; 817 56
6; 972 -5; 956 14; 981 18
7; 926 42; 967 49; 952 10
8; 912 -6; 915 33; 948 12
9; 590 25; 554 41; 586 64
10; 364 52; 399 70; 397 31
11; 112 51; 77 37; 82 74
12; 623 37; 593 62; 630 75
13; 341 55; 303 47; 315 83
14; 496 75; 535 78; 518 43
15; 575 94; 563 55; 536 85
16; 975 84; 1013 92; 1001 55
17; 936 104; 974 86; 940 62
18; 225 85; 245 117; 263 84
19; 534 87; 496 85; 514 119
20; 146 112; 183 114; 167 81
21; 182 100; 214 84; 184 65
22; 945 114; 980 125; 972 89
23; 65 130; 97 109; 63 92
24; 239 123; 221 87; 199 121
25; 533 128; 569 117; 541 92
26; 703 108; 728 136; 740 100
27; 356 129; 393 123; 370 94
28; 881 120; 914 141; 915 102
29; 320 119; 351 142; 354 104
30; 283 145; 318 130; 288 108
31; 850 116; 822 134; 851 149
32; 864 99; 838 122; 871 132
33; 197 126; 158 126; 178 160
34; 929 123; 943 161; 969 130
35; 508 139; 533 169; 546 133
36; 666 154; 637 129; 630 167
37; 785 150; 816 174; 822 135
38; 349 149; 311 144; 326 180
39; 693 165; 728 180; 724 142
40; 835 187; 862 160; 826 150
41; 769 160; 731 165; 755 196
42; 1028 175; 994 172; 1008 203
43; 661 202; 662 163; 628 181
44; 790 198; 785 171; 763 188
45; 548 164; 522 194; 561 201
46; 967 195; 943 163; 928 201
47; 847 193; 885 203; 875 165
48; 587 181; 606 212; 622 180
49; 600 218; 582 180; 559 215
50; 785 191; 766 208; 790 215
51; 617 224; 655 211; 625 185
52; 494 225; 534 233; 521 195
53; 285 259; 320 239; 285 219
54; 354 263; 360 223; 322 238
55; 299 269; 261 256; 268 296
56; 102 319; 79 286; 61 322
57; 644 342; 691 330; 657 295
58; 147 315; 172 346; 186 309
59; 278 345; 318 345; 298 310
60; 144 331; 105 329; 122 364
61; 819 330; 782 342; 811 369
62; 1028 352; 994 343; 1003 377
63; 514 372; 551 364; 525 335
64; 161 387; 167 348; 130 362
65; 346 369; 383 387; 380 346
66; 264 345; 241 376; 280 381
67; 328 370; 290 362; 302 399
68; 388 389; 426 391; 408 357
69; 123 408; 156 389; 124 370
70; 638 386; 601 375; 610 413
71; 118 424; 100 391; 80 423
72; 41 403; 75 415; 69 379
73; 515 404; 481 422; 514 443
74; 480 420; 508 397; 475 385
75; 992 424; 1021 397; 983 386
76; 725 421; 762 413; 738 385
77; 296 406; 327 428; 330 390
78; 344 409; 337 433; 361 427
79; 375 428; 377 388; 342 406
80; 160 404; 183 432; 196 397
81; 709 433; 714 396; 680 410
82; 923 418; 955 438; 956 401
83; 944 410; 939 382; 918 400
84; 647 404; 611 415; 640 441
85; 687 428; 660 403; 652 439
86; 579 408; 551 433; 586 444
87; 42 410; 45 450; 77 428
88; 129 416; 119 452; 155 443
89; 437 458; 467 433; 430 420
90; 780 427; 750 450; 785 465
91; 397 441; 359 431; 370 468
92; 468 475; 502 457; 469 436
93; 964 447; 926 443; 942 479
94; 807 455; 832 483; 844 447
95; 559 463; 525 446; 528 485
96; 120 463; 83 452; 92 490
97; 182 470; 147 454; 151 492
98; 407 482; 397 452; 376 475
99; 146 490; 132 458; 111 486
100; 687 495; 726 487; 700 458
101; 298 464; 264 482; 296 503
102; 623 508; 626 470; 591 487
103; 764 471; 730 489; 763 510
104; 204 507; 172 485; 169 524
105; 243 491; 213 514; 249 528
106; 646 491; 619 518; 656 528
107; 542 532; 575 514; 543 494
108; 813 538; 839 507; 799 500
