0; 29 35; 61 18; 30 -2
1; 632 24; 604 11; 607 42
2; 623 30; 649 9; 618 -3
3; 905 -3; 910 32; 938 10
4; 280 12; 238 13; 259 49
5; 369 1; 336 25; 373 42
6; 514 -4; 481 13; 512 34
7; 697 34; 737 36; 718 0
8; 390 41; 431 32; 403 1
9; 970 29; 1001 54; 1008 15
10; 604 18; 567 34; 599 59
11; 753 27; 769 64; 793 32
12; 786 -3; 762 20; 794 28
13; 831 39; 857 71; 872 33
14; 860 -1; 868 31; 892 7
15; 181 31; 190 70; 219 42
16; 457 70; 493 50; 457 29
17; 106 47; 132 74; 143 38
18; 903 74; 905 33; 868 52
19; 951 72; 992 66; 967 33
20; 804 74; 843 68; 818 37
21; 323 81; 350 109; 361 72
22; 368 65; 342 36; 330 73
23; 548 43; 512 56; 541 81
24; 733 60; 697 49; 706 85
25; 253 53; 215 57; 238 87
26; 27 84; 6 60; -4 90
27; 41 60; 12 65; 30 88
28; 46 79; 84 87; 73 50
29; 282 85; 264 51; 244 84
30; 566 90; 599 75; 570 54
31; 691 54; 660 81; 699 94
32; 909 70; 929 105; 949 70
33; 403 88; 437 102; 432 65
34; 775 69; 743 89; 776 107
35; 184 98; 220 108; 211 71
36; 824 100; 798 75; 789 109
37; 328 99; 297 75; 291 114
38; 504 85; 526 120; 545 84
39; 495 61; 468 85; 502 97
40; 176 95; 141 82; 148 119
41; 359 115; 397 101; 365 76
42; 98 110; 137 109; 116 76
43; 966 84; 963 123; 998 106
44; 229 96; 249 128; 267 94
45; 558 97; 576 130; 596 97
46; 888 90; 892 130; 925 107
47; 683 106; 712 132; 720 94
48; 723 130; 760 123; 735 94
49; 435 130; 473 128; 453 96
50; 28 136; 66 130; 42 100
51; 430 109; 391 115; 416 146
52; 530 135; 568 132; 546 101
53; 254 139; 292 141; 275 107
54; 350 140; 330 107; 311 141
55; 675 110; 641 131; 676 150
56; 522 124; 486 117; 498 152
57; 1004 112; 971 131; 1004 150
58; 826 119; 789 126; 813 154
59; 632 156; 639 118; 602 132
60; 169 158; 207 143; 175 118
61; 687 124; 684 162; 718 146
62; 209 141; 236 172; 249 133
63; 456 161; 429 132; 418 169
64; 408 154; 372 144; 381 181
65; 769 185; 803 161; 765 144
66; 976 159; 937 146; 945 185
67; 69 176; 108 183; 94 145
68; 488 192; 501 156; 463 162
69; 969 183; 1008 182; 987 149
70; 516 166; 544 196; 555 157
71; 634 175; 670 191; 666 152
72; 717 194; 716 158; 685 178
73; 321 175; 353 198; 357 159
74; 173 176; 199 205; 212 169
75; 797 198; 835 193; 812 162
76; 611 207; 601 168; 572 196
77; 261 187; 290 214; 298 175
78; 448 177; 409 188; 438 215
79; 454 174; 451 213; 487 197
80; 241 207; 216 178; 203 214
81; 377 216; 414 208; 388 180
82; 156 222; 192 206; 160 183
83; 703 197; 722 230; 741 198
84; 312 226; 345 208; 313 188
85; 541 220; 579 221; 561 188
86; 749 230; 787 221; 760 193
87; 1001 239; 1014 196; 970 207
88; 1006 177; 1015 193; 1024 177
89; 604 213; 634 240; 642 201
90; 890 227; 929 232; 914 196
91; 935 234; 973 233; 953 201
92; 702 223; 668 210; 673 246
93; 497 209; 501 246; 531 224
94; 274 245; 254 219; 241 249
95; 299 220; 262 214; 275 249
96; 853 229; 816 218; 825 255
97; 416 228; 376 223; 391 260
98; 569 244; 607 252; 595 215
99; 483 241; 453 220; 449 257
100; 199 222; 205 259; 235 235
101; 568 228; 533 234; 555 261
102; 810 237; 773 233; 787 267
103; 305 259; 344 260; 324 226
104; 887 272; 890 236; 857 252
105; 690 247; 715 276; 727 240
106; 58 250; 83 279; 95 243
107; 947 254; 971 280; 982 246
108; 143 264; 118 234; 104 270
109; 536 249; 499 255; 522 284
110; 420 242; 393 270; 430 279
111; 741 275; 776 297; 778 256
112; 737 272; 770 253; 737 234
113; 905 263; 934 288; 941 250
114; 633 246; 610 274; 646 280
115; 1016 280; 1000 248; 981 277
116; 704 282; 685 247; 664 281
117; 371 256; 335 273; 368 295
118; 149 265; 170 297; 187 264
119; 473 297; 499 270; 463 261
120; 847 272; 810 265; 823 301
121; 136 278; 99 281; 120 312
122; 298 296; 336 305; 326 268
123; 225 290; 189 277; 196 314
124; 459 307; 443 275; 423 305
125; 987 289; 1011 320; 1026 284
126; 705 302; 737 324; 740 285
127; 359 310; 395 322; 387 285
128; 635 306; 668 328; 671 289
129; 429 306; 400 293; 403 325
130; 85 291; 58 315; 92 327
131; 54 313; 74 280; 36 280
132; 586 316; 622 330; 616 291
133; 186 300; 161 319; 190 331
134; 876 319; 845 295; 840 334
135; 320 315; 284 299; 288 338
136; 834 327; 810 296; 795 333
137; 745 322; 781 339; 778 300
138; 330 340; 360 328; 335 308
139; 953 319; 915 313; 929 350
140; 465 314; 459 353; 496 338
141; 964 345; 1003 352; 989 316
142; 413 333; 439 360; 449 324
143; 747 345; 717 319; 710 358
144; 144 334; 106 328; 120 364
145; 569 348; 539 325; 534 362
146; 141 361; 179 359; 159 327
147; 246 352; 281 368; 277 330
148; 16 347; 45 374; 53 335
149; 64 354; 99 371; 96 332
150; 362 334; 346 370; 385 365
151; 886 337; 885 374; 917 356
152; 475 367; 513 377; 503 340
153; 289 353; 309 386; 327 352
154; 798 354; 759 353; 778 387
155; 932 378; 968 375; 948 345
156; 216 364; 181 350; 187 388
157; 541 379; 578 392; 571 353
158; 392 369; 417 397; 429 362
159; 738 360; 734 398; 769 383
160; 725 397; 735 361; 699 370
161; 117 376; 143 404; 154 368
162; 273 374; 236 371; 252 405
163; 97 376; 58 370; 72 407
164; 939 383; 903 373; 912 410
165; 499 382; 461 381; 479 414
166; 613 416; 633 383; 594 383
167; 278 412; 315 399; 286 374
168; 342 381; 329 421; 370 412
169; 350 381; 372 412; 388 377
170; 466 411; 442 383; 430 417
171; 105 430; 137 407; 101 391
172; 568 399; 540 426; 578 437
173; 539 424; 562 394; 525 389
174; 636 426; 673 416; 646 388
175; 194 425; 233 420; 209 389
176; 836 402; 799 401; 816 434
177; 1015 419; 989 392; 979 428
178; 428 408; 391 403; 405 437
179; 742 410; 706 398; 714 435
180; 902 412; 865 404; 877 440
181; 34 429; 72 435; 58 399
182; 753 426; 787 440; 783 403
183; 285 427; 322 443; 317 403
184; 131 452; 169 441; 140 414
185; 403 446; 381 417; 367 451
186; 695 457; 697 418; 662 436
187; 944 418; 911 439; 945 456
188; 237 432; 249 470; 276 441
189; 953 467; 987 454; 959 431
190; 65 447; 29 438; 39 474
191; 521 442; 483 443; 503 475
192; 73 455; 106 476; 107 437
193; 165 452; 194 478; 201 440
194; 872 462; 907 472; 899 436
195; 644 474; 681 461; 651 436
196; -4 462; 30 467; 18 435
197; 205 465; 243 473; 231 436
198; 490 465; 464 437; 453 474
199; 267 474; 304 479; 290 444
200; 307 473; 345 477; 329 442
201; 535 475; 571 478; 556 445
202; 770 461; 796 489; 808 453
203; 909 487; 944 475; 917 451
204; 702 471; 728 495; 737 461
205; 810 489; 847 489; 828 458
206; 117 484; 151 497; 145 461
207; 968 494; 1005 492; 985 461
208; 44 490; 82 495; 68 459
209; 386 478; 412 504; 422 469
210; 625 473; 586 475; 607 508
211; 867 466; 854 504; 893 497
212; 458 503; 436 475; 422 508
213; 124 504; 99 477; 88 512
214; -6 507; 22 512; 12 486
215; 929 506; 964 515; 955 480
216; 284 525; 315 499; 277 486
217; 259 525; 267 488; 231 499
218; 548 529; 551 491; 516 508
219; 343 532; 353 495; 316 505
220; 849 498; 810 501; 832 534
221; 504 497; 469 517; 504 537
222; 702 502; 715 539; 741 509
223; 91 521; 59 502; 59 539
224; 589 535; 564 505; 551 542
225; 633 526; 658 554; 669 518
226; 957 525; 918 517; 931 555
227; 445 520; 405 525; 429 557
228; 285 533; 312 558; 321 522
229; 364 545; 403 553; 391 515
230; 666 552; 706 551; 686 517
231; 13 540; 46 562; 49 523
232; 883 543; 850 522; 849 561
233; 144 541; 108 530; 116 567
234; 278 563; 275 525; 243 547
235; 214 568; 219 530; 183 544
236; 98 532; 65 550; 97 570
237; 1024 547; 991 554; 1013 580
238; 709 571; 747 572; 729 538
239; 799 578; 833 564; 804 541
240; 914 575; 894 541; 875 575
241; 82 576; 56 547; 44 584
242; 648 564; 674 594; 686 557
243; 414 569; 376 562; 389 599
244; 187 558; 150 573; 182 597
245; 264 580; 300 597; 297 557
246; 519 599; 556 582; 523 559
247; 759 594; 796 587; 771 559
248; 915 566; 936 592; 949 560
249; 230 562; 207 594; 246 598
250; 341 594; 378 598; 363 564
251; 1012 582; 976 574; 987 609
252; 862 582; 880 614; 899 581
253; 642 573; 633 611; 671 600
254; 493 578; 461 601; 497 617
255; 449 616; 435 580; 410 611
256; 819 601; 850 624; 854 585
257; 977 613; 955 583; 940 617
258; 702 587; 672 608; 705 623
259; 744 628; 752 589; 714 601
260; 99 592; 63 607; 94 630
261; 234 609; 257 640; 272 605
262; 108 632; 147 629; 125 597
263; 543 633; 580 635; 562 602
264; 894 635; 932 633; 911 601
265; 618 619; 643 647; 655 611
266; 1027 631; 997 615; 998 650
267; 163 621; 190 649; 201 613
268; 352 624; 314 611; 322 650
269; 425 636; 398 607; 386 645
270; 790 629; 815 657; 827 622
271; 883 626; 849 638; 877 662
272; 481 649; 518 658; 507 620
273; 475 643; 439 629; 444 667
274; 347 642; 374 668; 383 631
275; 716 641; 739 671; 753 636
276; 935 654; 969 669; 965 632
277; 224 667; 263 665; 242 632
278; 930 638; 896 654; 927 676
279; 746 676; 784 666; 757 638
280; 827 677; 863 661; 831 638
281; 218 650; 181 659; 207 687
282; 553 673; 591 680; 578 644
283; 626 657; 649 689; 665 653
284; 147 684; 184 672; 155 645
285; 401 683; 441 678; 416 646
286; 780 686; 819 686; 800 652
287; 140 686; 114 657; 102 694
288; 74 701; 76 662; 42 680
289; 322 699; 357 684; 326 662
290; 926 693; 897 669; 891 706
291; 253 701; 291 701; 271 668
292; 988 676; 1001 711; 1025 682
293; 1016 675; 1017 649; 994 662
294; 378 715; 405 689; 369 678
295; 159 705; 197 712; 184 676
296; 840 706; 878 708; 860 674
297; 801 688; 817 725; 841 692
298; 605 720; 641 709; 614 683
299; 210 688; 218 726; 247 701
300; 976 701; 937 696; 953 732
301; 444 719; 482 727; 471 690
302; 801 707; 764 696; 773 733
303; 128 732; 161 713; 128 695
304; 275 731; 293 710; 266 705
305; 337 743; 344 704; 306 717
306; 744 732; 719 702; 706 739
307; 872 720; 836 709; 845 746
308; 900 748; 929 724; 894 711
309; 964 740; 1004 735; 979 703
310; 451 741; 430 712; 415 745
311; 795 732; 817 763; 832 729
312; 277 763; 303 735; 266 727
313; 395 724; 360 742; 393 764
314; 349 705; 346 745; 382 728
315; 603 738; 633 764; 640 725
316; 196 729; 161 747; 194 768
317; 732 755; 769 768; 761 730
318; 33 744; -2 745; 16 774
319; 912 747; 938 775; 949 738
320; 771 777; 809 761; 776 736
321; 1022 775; 1019 736; 987 759
322; 138 737; 132 776; 168 762
323; 468 754; 434 747; 445 780
324; 305 778; 342 771; 317 743
325; 892 748; 864 772; 898 784
326; 979 788; 979 749; 946 768
327; 570 769; 536 755; 541 791
328; 90 769; 123 791; 125 752
329; 256 775; 221 758; 223 797
330; 285 800; 298 767; 263 772
331; 406 800; 439 780; 405 761
332; 45 801; 36 764; 8 790
333; 663 797; 651 764; 628 791
334; 580 765; 573 802; 608 790
335; 171 804; 208 797; 184 768
336; 756 781; 718 780; 736 813
337; 82 786; 46 777; 55 813
338; 802 810; 801 776; 772 793
339; 335 813; 350 787; 320 787
340; 880 790; 853 818; 890 828
341; 851 815; 876 787; 839 780
342; 822 785; 805 820; 843 817
343; 119 803; 152 818; 149 782
344; 467 812; 439 785; 430 822
345; 370 825; 403 807; 371 787
346; 716 801; 685 795; 696 825
347; 279 804; 244 796; 254 831
348; 307 792; 296 830; 334 820
349; 909 791; 902 829; 939 816
350; 2 795; 7 838; 42 812
351; 573 811; 537 804; 549 839
352; 966 837; 1001 821; 969 798
353; 202 809; 221 844; 242 810
354; 750 831; 788 835; 772 800
355; 494 820; 522 846; 530 809
356; 142 836; 176 852; 172 815
357; 667 840; 642 813; 631 849
358; 216 841; 190 815; 181 850
359; 127 818; 93 837; 126 857
360; 457 858; 467 822; 431 832
361; 721 858; 754 837; 720 819
362; 383 839; 345 831; 356 868
363; 835 830; 803 853; 839 869
364; 274 842; 298 872; 311 836
365; 269 834; 234 851; 267 873
366; 600 842; 562 841; 580 875
367; 422 850; 392 860; 416 881
368; 763 878; 788 852; 753 843
369; 134 844; 139 883; 171 859
370; 596 875; 633 873; 613 841
371; 718 866; 747 887; 751 851
372; 401 863; 382 873; 401 885
373; 655 889; 677 859; 641 855
374; 962 867; 925 860; 937 896
375; 514 864; 478 878; 508 902
376; 536 885; 572 895; 563 859
377; 843 874; 807 866; 817 901
378; 771 885; 806 896; 798 859
379; 90 883; 123 897; 119 861
380; 182 872; 198 905; 219 875
381; 215 898; 254 891; 228 861
382; 730 882; 696 865; 699 903
383; 1012 863; 982 888; 1018 901
384; 882 876; 848 887; 875 911
385; 145 902; 183 908; 169 872
386; 34 902; 70 907; 56 873
387; 260 876; 258 914; 291 896
388; 610 900; 643 918; 642 881
389; 924 918; 923 881; 891 901
390; 335 910; 308 885; 300 921
391; 562 906; 528 890; 531 927
392; 762 908; 727 890; 729 929
393; 34 919; 15 889; -1 921
394; 961 931; 996 915; 965 893
395; 90 929; 125 918; 98 893
396; 765 931; 804 922; 776 893
397; 498 900; 459 913; 490 940
398; 843 902; 813 925; 848 941
399; 225 906; 191 922; 221 943
400; 876 940; 912 927; 883 902
401; 655 939; 689 933; 667 907
402; 233 911; 228 949; 263 935
403; 165 913; 130 931; 164 952
404; 35 943; 71 951; 60 916
405; 431 930; 394 926; 409 961
406; 1005 955; 994 920; 969 947
407; 951 938; 917 924; 922 961
408; 802 958; 796 927; 772 948
409; 87 936; 108 966; 123 933
410; 613 943; 642 965; 646 929
411; 743 959; 723 926; 704 960
412; 213 958; 186 932; 177 968
413; 880 951; 911 973; 915 935
414; 327 942; 289 943; 308 975
415; 577 975; 609 957; 577 938
416; -2 965; 34 968; 19 935
417; 471 956; 497 982; 506 946
418; 391 961; 357 947; 362 984
419; 666 995; 688 973; 658 965
420; 655 943; 662 971; 682 952
421; 732 967; 755 993; 767 960
422; 339 953; 313 980; 349 989
423; 775 994; 806 974; 774 957
424; 846 980; 820 954; 810 990
425; 464 965; 429 970; 451 998
426; 265 967; 228 967; 246 999
427; 36 979; 72 995; 67 955
428; 1011 968; 975 971; 996 1001
429; 291 959; 264 986; 300 996
430; 966 972; 928 968; 943 1003
431; 74 994; 113 991; 90 958
432; 976 1025; 978 994; 950 1008
433; 885 1004; 915 986; 884 969
434; 919 987; 898 1023; 940 1023
435; 394 994; 428 1001; 417 968
436; 548 994; 522 969; 513 1004
437; 842 984; 862 1018; 882 984
438; 8 1011; 39 993; 9 975
439; 456 1010; 496 1002; 469 971
440; 574 988; 598 1017; 611 982
441; 140 1035; 143 992; 104 1011
442; 717 1028; 718 994; 689 1010
443; 181 1026; 190 997; 160 1004
444; 235 994; 200 996; 219 1025
445; 311 983; 287 1025; 335 1025
446; 377 991; 340 994; 362 1024
