0; 696 51; 673 10; 649 50
1; 648 78; 646 27; 603 54
2; 69 109; 65 59; 24 88
3; 835 89; 786 99; 820 136
4; 577 82; 538 114; 585 131
5; 248 158; 249 108; 205 132
6; 590 176; 607 139; 567 142
7; 609 171; 652 175; 634 136
8; 812 222; 850 192; 805 174
9; 567 190; 610 220; 615 167
10; 784 192; 744 223; 791 242
11; 242 194; 230 241; 278 228
12; 557 251; 601 231; 561 203
13; 637 301; 652 254; 604 264
14; 225 252; 193 290; 242 299
15; -7 421; 32 437; 26 395
16; 757 480; 806 469; 772 432
17; 733 526; 778 501; 734 475
18; 1028 490; 985 492; 1008 528
19; 372 535; 376 486; 331 507
20; 982 508; 933 508; 957 550
21; 428 528; 470 551; 469 503
22; 866 582; 904 550; 857 532
23; 165 597; 195 556; 145 550
24; 294 643; 287 594; 249 624
25; 177 644; 169 595; 130 626
26; 212 665; 246 628; 197 617
27; 490 663; 528 650; 498 624
28; 754 663; 805 657; 774 616
29; 484 711; 532 693; 492 660
30; 535 721; 583 704; 544 671
31; 296 747; 333 712; 284 697
32; 182 726; 137 751; 182 777
33; 1025 827; 1019 796; 996 817
34; 285 820; 261 833; 284 848
35; 82 879; 87 827; 39 849
36; 637 878; 671 919; 690 869
37; 97 894; 48 879; 60 929
38; 110 926; 154 899; 108 875
39; 849 892; 879 932; 898 886
40; 808 952; 857 933; 816 900
41; 209 918; 165 944; 209 970
42; 960 987; 928 944; 907 993
43; 248 971; 290 1014; 306 956
44; 860 1013; 907 994; 868 963
45; 241 1027; 258 986; 214 992
