0; 191 -5; 136 7; 174 48
1; 466 -5; 412 18; 459 53
2; 920 30; 952 29; 936 2
3; 84 67; 81 5; 28 39
4; 512 13; 514 77; 568 43
5; 872 32; 892 90; 933 43
6; 918 37; 912 1; 883 24
7; 829 59; 782 102; 842 122
8; 534 161; 539 97; 481 125
9; 388 171; 433 126; 371 109
10; 550 128; 586 181; 614 123
11; 199 201; 165 147; 135 204
12; 695 262; 755 236; 702 197
13; 394 307; 438 259; 375 245
14; 912 264; 947 318; 976 260
15; 641 351; 687 344; 658 308
16; 1031 341; 998 293; 973 345
17; 197 353; 259 364; 237 305
18; 644 340; 627 368; 660 369
19; 301 395; 361 375; 314 333
20; 361 356; 392 412; 425 358
21; 984 392; 1024 390; 1003 356
22; 700 421; 755 382; 694 354
23; 64 396; 124 412; 108 351
24; 567 388; 611 434; 628 372
25; 993 393; 989 421; 1015 411
26; 522 449; 498 389; 457 440
27; 187 422; 124 413; 147 471
28; 133 459; 94 410; 71 469
29; 701 420; 672 476; 734 473
30; 409 455; 344 466; 386 517
31; 46 459; 41 521; 98 495
32; 800 501; 751 462; 741 524
33; 191 468; 138 501; 193 530
34; 137 515; 141 575; 191 542
35; 319 569; 303 521; 270 560
36; -11 535; 27 547; 18 508
37; 714 530; 733 590; 776 544
38; 954 588; 953 524; 898 557
39; 29 608; 27 577; 1 594
40; 447 579; 491 627; 510 565
41; 159 609; 120 559; 96 618
42; 99 575; 36 582; 73 633
43; 632 645; 621 581; 571 622
44; 30 642; 33 607; 1 622
45; 1028 688; 985 648; 972 705
46; 30 649; 23 715; 84 688
47; 136 731; 201 732; 169 675
48; 1027 746; 1013 714; 993 742
49; 832 733; 769 732; 800 787
50; 883 779; 822 757; 833 821
51; 287 829; 348 852; 338 787
52; -1 884; 44 869; 8 837
53; 700 848; 632 858; 674 912
54; 570 901; 525 909; 554 944
55; 550 895; 578 923; 589 885
56; 70 945; 16 904; 8 971
57; 674 975; 673 911; 619 944
58; 977 953; 973 1004; 1019 981
59; 992 1029; 1019 1003; 983 993
60; 38 991; 1 980; 10 1018
61; 936 1028; 964 1016; 940 998
