0; 726 -6; 723 37; 762 17
1; 102 -6; 108 37; 142 11
2; 255 15; 257 64; 299 38
3; 204 24; 213 73; 251 41
4; 701 78; 683 30; 650 70
5; 157 94; 199 65; 153 43
6; 362 98; 398 63; 350 49
7; 119 73; 67 70; 90 117
8; 101 104; 150 114; 133 67
9; 187 81; 201 128; 235 92
10; 904 94; 938 129; 951 82
11; 34 84; 31 136; 77 114
12; 476 93; 492 141; 526 103
13; 567 100; 594 142; 617 97
14; 453 149; 447 99; 406 129
15; 558 165; 563 114; 516 136
16; 167 153; 210 181; 213 130
17; 701 174; 750 185; 735 137
18; 143 156; 144 210; 190 182
19; 344 220; 329 169; 293 208
20; 161 208; 167 260; 209 229
21; 308 222; 314 273; 355 242
22; 179 265; 228 280; 217 230
23; 846 244; 868 292; 898 249
24; 556 248; 582 292; 607 247
25; 950 279; 945 239; 912 263
26; 400 301; 368 259; 348 308
27; 248 295; 289 326; 295 275
28; 817 323; 857 351; 861 302
29; 657 353; 609 329; 612 382
30; 425 340; 430 394; 474 362
31; 336 361; 377 392; 384 341
32; 903 379; 858 354; 858 405
33; 566 407; 605 441; 614 390
34; 566 435; 526 400; 515 453
35; 775 447; 750 403; 725 447
36; 307 456; 356 475; 348 423
37; 767 506; 808 490; 773 463
38; 807 486; 816 433; 766 453
39; 723 503; 697 457; 670 503
40; 788 527; 735 513; 750 566
41; 431 537; 481 561; 477 506
42; 704 564; 685 514; 651 556
43; 774 546; 817 578; 824 525
44; 668 579; 702 622; 721 571
45; 678 617; 655 569; 625 614
46; 904 613; 957 625; 941 573
47; 788 608; 837 637; 837 580
48; 968 606; 1001 651; 1024 600
49; 287 625; 334 656; 337 601
50; 1033 678; 1010 638; 987 678
51; 692 695; 738 725; 742 671
52; 985 715; 1023 737; 1023 693
53; 936 705; 979 740; 988 685
54; 437 745; 409 694; 379 744
55; 260 758; 313 775; 301 720
56; 962 762; 912 737; 915 793
57; 552 765; 577 815; 607 768
58; 263 795; 242 743; 207 787
59; 280 812; 326 845; 331 788
60; 190 827; 138 803; 143 861
61; 601 857; 590 810; 555 843
62; 108 853; 85 800; 51 846
63; 469 881; 443 827; 409 876
64; 347 879; 394 911; 398 853
65; 222 893; 180 851; 165 909
66; 443 936; 409 887; 384 941
67; 187 943; 239 969; 235 911
68; 264 946; 283 1003; 324 958
69; 58 992; 12 980; 25 1026
70; 919 1028; 959 1007; 920 983
71; 398 1026; 391 987; 360 1012
