0; 282 -7; 263 35; 309 31
1; 481 -8; 482 43; 526 16
2; 997 32; 1015 1; 979 1
3; 784 7; 755 55; 811 56
4; 404 10; 390 63; 443 48
5; 664 12; 643 61; 696 55
6; 843 24; 839 78; 888 54
7; 928 81; 979 61; 937 27
8; 951 -9; 917 21; 960 36
9; 576 33; 560 84; 613 72
10; 108 95; 148 60; 98 43
11; 522 45; 503 93; 554 86
12; 675 117; 686 65; 635 81
13; 169 63; 143 109; 196 109
14; 447 74; 398 88; 435 124
15; 691 69; 690 124; 738 97
16; 987 65; 954 108; 1008 116
17; 443 111; 480 140; 487 93
18; 369 149; 395 99; 339 102
19; 585 137; 556 83; 524 135
20; 818 102; 816 157; 865 131
21; 104 111; 87 163; 140 152
22; 907 188; 938 141; 881 138
23; 667 127; 654 183; 709 166
24; 490 191; 535 160; 485 137
25; 179 186; 196 145; 152 151
26; 745 150; 724 202; 779 194
27; 134 157; 105 209; 165 208
28; 974 242; 998 191; 942 196
29; 3 197; 5 241; 42 218
30; 707 259; 749 221; 694 204
31; 920 257; 911 202; 868 237
32; 372 250; 345 202; 317 250
33; 699 264; 682 212; 645 253
34; 941 225; 928 278; 980 262
35; 152 288; 168 236; 115 248
36; 205 228; 195 282; 247 264
37; 39 291; 59 240; 5 248
38; 504 248; 526 300; 559 255
39; 831 236; 818 291; 871 275
40; 631 243; 601 286; 653 291
41; 763 278; 714 256; 720 310
42; 83 251; 66 303; 120 292
43; 354 315; 384 271; 331 267
44; 395 264; 378 318; 433 305
45; 768 340; 774 290; 728 309
46; 684 351; 708 302; 653 306
47; 243 352; 262 300; 207 310
48; 618 304; 604 358; 658 342
49; 521 384; 558 341; 503 330
50; -3 349; 38 381; 45 330
51; 1027 342; 983 351; 1013 385
52; 130 331; 107 379; 160 376
53; 703 335; 698 390; 748 366
54; 637 390; 694 385; 661 339
55; 967 406; 982 351; 927 366
56; 86 411; 101 357; 46 371
57; 230 360; 228 415; 276 389
58; 561 423; 570 368; 518 387
59; 728 384; 756 431; 783 384
60; 502 371; 466 414; 522 423
61; 20 373; 10 429; 64 410
62; 616 373; 575 410; 626 427
63; 182 397; 126 385; 144 440
64; 652 392; 630 442; 685 436
65; 717 403; 693 451; 747 447
66; 192 472; 199 419; 150 439
67; 972 480; 1005 435; 949 429
68; 213 434; 228 485; 265 447
69; 914 426; 901 480; 954 464
70; 464 494; 496 448; 440 443
71; 626 444; 646 496; 681 453
72; 435 500; 433 445; 386 474
73; 564 452; 557 507; 608 486
74; 841 504; 823 452; 786 493
75; 1023 472; 980 488; 1015 517
76; 145 463; 147 520; 195 490
77; 724 489; 668 472; 681 529
78; 406 545; 443 505; 390 493
79; 961 548; 990 500; 935 499
80; 625 542; 667 519; 626 494
81; 612 504; 555 513; 591 557
82; 194 556; 212 506; 159 515
83; 561 548; 542 495; 506 538
84; 684 521; 718 558; 732 509
85; 879 517; 901 570; 936 524
86; 222 524; 238 578; 277 537
87; 644 563; 607 529; 596 579
88; 163 530; 129 569; 179 579
89; 751 543; 778 588; 803 542
90; 34 601; 71 558; 16 548
91; 564 547; 538 598; 595 595
92; 999 592; 1021 583; 1002 568
93; 703 617; 723 565; 667 574
94; 614 596; 667 608; 652 556
95; 887 573; 837 588; 875 624
96; 893 625; 943 595; 892 567
97; 992 591; 995 624; 1022 604
98; 507 579; 478 629; 536 629
99; 275 598; 270 653; 320 630
100; -5 621; 12 668; 45 629
101; 331 606; 323 663; 377 642
102; 206 666; 251 642; 207 615
103; 201 618; 157 639; 197 667
104; 460 681; 496 638; 440 629
105; 446 690; 425 637; 389 682
106; 166 674; 195 723; 223 674
107; 853 712; 830 658; 795 705
108; 493 736; 522 684; 462 685
109; 349 676; 352 734; 401 702
110; 1032 709; 1011 680; 996 713
111; 319 713; 304 769; 360 754
112; 291 780; 307 723; 250 739
113; 888 766; 865 715; 832 760
114; 763 785; 773 728; 719 748
115; -6 774; 45 769; 15 727
116; 657 739; 676 794; 715 750
117; 824 797; 817 740; 771 774
118; 664 798; 651 740; 607 780
119; 113 807; 108 751; 62 784
120; 393 758; 397 816; 445 783
121; 683 810; 740 809; 711 760
122; -6 815; 37 828; 26 784
123; 391 810; 361 772; 343 817
124; 980 768; 941 812; 998 824
125; 915 854; 930 798; 874 813
126; 772 853; 762 797; 719 833
127; 415 864; 428 810; 374 826
128; 932 812; 931 869; 981 842
129; 384 851; 335 814; 328 874
130; 526 858; 481 866; 510 901
131; 544 876; 551 821; 500 843
132; 860 885; 878 831; 822 842
133; 34 873; 12 839; -6 875
134; 16 845; 43 886; 65 842
135; 716 841; 723 899; 769 864
136; 989 901; 1001 848; 949 864
137; 615 903; 628 848; 574 864
138; 911 918; 916 859; 863 884
139; 501 904; 468 864; 451 912
140; 36 933; 66 931; 49 906
141; 86 887; 46 880; 60 918
142; 563 921; 559 872; 519 900
143; 431 941; 445 887; 392 902
144; 952 884; 938 938; 992 923
145; 399 943; 375 891; 342 938
146; 73 907; 96 955; 126 911
147; 514 955; 513 904; 468 930
148; 863 918; 880 972; 918 930
149; 263 925; 288 977; 321 930
150; 585 930; 611 979; 641 932
151; -6 951; 38 974; 35 924
152; 442 929; 447 985; 492 953
153; 912 937; 922 990; 963 955
154; 200 996; 181 941; 143 985
155; 52 954; 64 1009; 106 971
156; 442 1007; 430 952; 388 990
157; 752 1008; 733 953; 694 997
158; 759 1027; 810 1017; 775 978
159; 26 1023; 59 1000; 22 983
160; 288 1032; 301 997; 264 1002
