0; 37 0; 0 8; 25 37
1; 819 -3; 793 59; 859 50
2; 621 79; 635 16; 573 36
3; 415 45; 381 97; 443 101
4; 63 123; 83 60; 19 75
5; 365 73; 296 88; 344 139
6; 1027 81; 962 98; 1009 146
7; 419 178; 481 141; 418 105
8; 591 183; 606 113; 539 135
9; 112 167; 183 168; 149 106
10; 715 229; 769 189; 706 162
11; 168 246; 178 178; 114 202
12; 501 176; 442 212; 503 244
13; 803 253; 813 185; 749 211
14; 940 197; 911 260; 980 254
15; 144 229; 94 275; 159 295
16; 357 240; 330 299; 395 293
17; 744 244; 725 311; 793 294
18; 683 250; 654 307; 719 304
19; 918 326; 979 299; 925 260
20; 45 354; 99 318; 41 290
21; 802 291; 745 322; 801 356
22; 164 296; 105 322; 157 359
23; 250 356; 243 292; 191 329
24; 663 315; 697 368; 726 313
25; 510 303; 509 370; 567 338
26; 1032 355; 999 334; 997 373
27; -5 371; 45 361; 12 322
28; 174 331; 151 390; 214 381
29; 929 337; 898 394; 963 393
30; 415 342; 398 404; 461 388
31; 72 425; 88 361; 25 379
32; 871 449; 920 406; 858 386
33; 842 380; 790 422; 853 446
34; 357 455; 365 391; 306 416
35; 1026 406; 966 401; 991 455
36; 650 415; 643 481; 704 454
37; 154 488; 178 430; 115 439
38; 581 436; 611 487; 640 436
39; 499 434; 481 495; 543 480
40; 401 435; 366 489; 430 492
41; 596 480; 556 447; 547 498
42; 374 568; 430 529; 369 500
43; 88 577; 141 530; 74 508
44; 870 578; 875 511; 815 540
45; 476 592; 524 546; 460 527
46; 581 594; 596 527; 530 548
47; 1027 577; 968 564; 986 621
48; 270 628; 291 566; 227 579
49; 803 623; 859 589; 801 558
50; 83 573; 64 636; 129 621
51; 712 647; 755 596; 689 585
52; 898 581; 869 639; 934 635
53; 667 654; 675 588; 614 614
54; 36 601; 0 655; 65 659
55; 736 638; 697 691; 763 698
56; 396 719; 455 692; 402 654
57; 364 730; 386 666; 320 679
58; 230 732; 291 700; 233 664
59; 79 746; 89 680; 28 704
60; 855 762; 877 702; 814 713
61; 462 718; 450 781; 510 760
62; 31 720; 17 782; 78 764
63; 249 722; 196 757; 253 785
64; 727 794; 742 729; 678 749
65; 446 765; 401 730; 393 787
66; 821 732; 777 780; 840 794
67; 525 766; 565 819; 591 758
68; 843 790; 812 853; 882 848
69; 967 881; 969 810; 906 844
70; 365 881; 369 812; 307 843
71; 454 893; 424 833; 387 890
72; 507 918; 522 851; 457 871
73; 698 845; 681 912; 747 894
74; 62 932; 102 876; 34 870
75; 275 896; 249 958; 316 950
76; 943 1015; 960 947; 892 966
77; 959 1008; 1019 985; 970 944
78; 134 1031; 138 974; 86 999
79; 663 1031; 679 970; 618 987
80; 795 1028; 832 993; 783 979
81; 356 958; 315 1030; 397 1030
82; 577 1026; 613 1015; 586 989
