0; 957 -3; 942 28; 975 25
1; 252 46; 275 14; 235 10
2; 205 5; 198 42; 234 30
3; 200 11; 162 21; 190 48
4; 791 49; 829 51; 812 18
5; 489 50; 464 22; 452 58
6; 493 57; 530 51; 506 22
7; 924 11; 907 3; 909 22
8; 910 62; 879 70; 902 93
9; 896 36; 883 67; 916 62
10; 903 19; 919 5; 899 -2
11; 908 15; 882 43; 919 51
12; 940 18; 906 23; 927 50
13; 880 50; 851 38; 855 70
14; 228 41; 191 54; 221 80
15; 246 46; 223 75; 260 81
16; 455 59; 468 96; 493 66
17; 951 78; 923 56; 917 92
18; 533 63; 495 67; 518 99
19; 685 63; 670 97; 708 93
20; 240 107; 278 113; 264 78
21; 27 91; 47 124; 65 91
22; 942 127; 960 93; 922 95
23; 653 133; 670 99; 632 101
24; 900 101; 887 136; 923 129
25; 686 105; 665 136; 702 138
26; 36 122; -1 120; 15 153
27; 634 111; 606 136; 642 147
28; 523 147; 561 153; 547 117
29; 244 136; 206 132; 221 167
30; 121 128; 89 150; 124 167
31; 930 141; 951 172; 967 138
32; 71 186; 87 149; 47 154
33; 527 154; 519 192; 556 180
34; 93 155; 85 195; 123 181
35; 248 179; 210 184; 233 214
36; 683 213; 721 203; 694 176
37; 174 226; 197 196; 160 190
38; 494 225; 516 193; 477 190
39; 42 190; 20 221; 58 225
40; 845 223; 883 223; 864 190
41; 66 229; 105 230; 87 196
42; 536 234; 545 214; 524 217
43; 779 223; 742 217; 756 252
44; 342 254; 367 226; 330 219
45; 540 227; 510 229; 527 254
46; 845 262; 882 265; 866 231
47; 410 288; 431 255; 392 253
48; 672 246; 644 271; 680 283
49; 340 261; 365 292; 379 254
50; 559 283; 532 254; 520 291
51; 870 325; 891 295; 855 291
52; 904 269; 870 273; 891 301
53; 327 311; 362 292; 328 271
54; 321 295; 282 291; 297 326
55; 630 291; 617 327; 655 320
56; 891 303; 908 335; 927 304
57; 372 330; 367 294; 339 317
58; 580 346; 612 323; 576 306
59; 861 332; 823 329; 840 364
60; 753 371; 763 334; 725 344
61; 324 367; 364 365; 342 332
62; 285 374; 324 376; 306 341
63; 134 353; 95 357; 119 388
64; 831 386; 826 346; 794 371
65; 862 360; 834 387; 871 398
66; 708 394; 740 395; 725 367
67; 721 392; 695 363; 682 399
68; 688 399; 671 372; 656 400
69; 104 426; 128 396; 90 390
70; 84 400; 46 398; 63 432
71; 1028 412; 1001 413; 1015 436
72; 829 434; 860 413; 826 396
73; 742 436; 732 400; 706 427
74; 696 405; 668 428; 702 440
75; 886 403; 873 440; 911 433
76; 452 469; 465 432; 427 440
77; 802 436; 780 468; 819 472
78; 283 481; 283 442; 249 462
79; 520 454; 482 453; 500 487
80; 897 479; 935 480; 917 447
81; 311 457; 284 485; 322 495
82; 240 475; 202 470; 216 506
83; 152 507; 186 491; 155 470
84; 821 471; 803 504; 841 503
85; 342 479; 317 508; 355 515
86; 534 490; 497 491; 517 522
87; 144 525; 140 486; 108 509
88; 953 534; 987 516; 954 495
89; 386 543; 397 506; 360 515
90; 282 511; 271 546; 307 539
91; 24 559; 44 526; 6 525
92; 259 526; 221 525; 239 559
93; 433 549; 470 553; 456 519
94; 740 540; 701 539; 720 573
95; 922 561; 959 572; 950 534
96; 627 553; 590 542; 599 580
97; 79 571; 117 571; 98 538
98; 358 582; 367 546; 331 556
99; 912 549; 881 572; 917 587
100; 649 595; 629 562; 610 596
101; 283 578; 273 615; 310 605
102; 971 627; 996 597; 958 590
103; 93 619; 131 619; 111 586
104; 569 604; 595 634; 608 597
105; 177 637; 214 628; 188 601
106; 880 618; 842 617; 861 650
107; 891 646; 928 641; 905 611
108; 1009 652; 1009 617; 978 635
109; 598 636; 620 668; 636 632
110; 947 659; 987 666; 973 628
111; 802 636; 796 675; 833 661
112; 182 669; 221 670; 202 636
113; 833 670; 857 701; 871 665
114; 1008 677; 971 668; 982 705
115; 440 685; 407 691; 429 717
116; 115 682; 91 712; 129 717
117; 393 688; 364 715; 402 727
118; 605 761; 644 764; 628 729
119; 220 770; 259 763; 233 733
120; 306 802; 313 764; 276 777
121; 341 802; 369 775; 332 765
122; 216 773; 190 802; 228 809
123; 527 826; 535 789; 498 801
124; 961 819; 1000 817; 979 784
125; 624 794; 609 832; 650 826
126; 328 840; 300 812; 290 850
127; 278 858; 282 820; 247 835
128; 648 825; 634 861; 672 855
129; 361 845; 382 877; 399 842
130; 457 851; 420 850; 438 883
131; 962 844; 950 881; 987 873
132; 1023 875; 993 887; 1018 907
133; 706 931; 726 901; 689 899
134; 94 897; 70 917; 100 928
135; 39 937; 26 899; 0 929
136; 470 907; 468 946; 503 929
137; 959 915; 933 941; 969 950
138; 666 959; 690 931; 654 925
139; 430 958; 462 942; 432 922
140; 566 961; 588 931; 552 926
141; 54 929; 40 964; 77 959
142; 532 973; 549 940; 512 942
143; 290 934; 268 964; 305 968
144; 204 935; 182 966; 220 969
145; 922 939; 909 973; 944 967
146; 482 984; 496 951; 460 955
147; 287 1012; 309 980; 271 977
148; 624 1022; 643 990; 606 989
149; 689 1029; 695 1002; 668 1010
150; 970 997; 955 1022; 984 1022
