0; 80 -2; 110 -2; 110 18; 80 18
1; 269 -5; 321 -5; 321 21; 269 21
2; 621 25; 625 2; 654 8; 649 31
3; 752 -2; 781 -2; 781 21; 752 21
4; 657 32; 666 9; 694 21; 684 43
5; 357 18; 380 18; 380 48; 357 48
6; 951 38; 982 5; 1003 25; 972 58
7; 199 42; 227 28; 237 49; 209 63
8; 596 61; 601 36; 631 41; 626 66
9; 946 65; 975 47; 989 69; 961 87
10; 985 57; 1013 57; 1013 87; 985 87
11; 920 61; 946 61; 946 91; 920 91
12; 730 72; 756 56; 769 78; 742 93
13; 317 84; 345 71; 356 94; 327 107
14; 544 92; 573 85; 579 109; 550 116
15; 948 97; 977 88; 984 111; 956 121
16; 244 110; 276 98; 284 122; 252 133
17; 575 133; 577 106; 608 108; 605 136
18; 282 113; 308 109; 313 141; 288 145
19; -1 170; -1 145; 18 145; 18 170
20; 1 144; 8 117; 38 124; 31 151
21; 430 150; 457 134; 469 157; 442 172
22; 941 159; 961 139; 981 160; 961 180
23; 564 169; 595 153; 605 174; 574 190
24; 337 154; 359 154; 359 184; 337 184
25; 874 168; 891 151; 912 172; 895 189
26; 909 205; 939 190; 949 211; 919 225
27; 928 190; 955 176; 966 197; 939 211
28; 918 159; 948 156; 950 185; 921 188
29; 521 179; 533 158; 569 177; 558 198
30; 210 172; 238 169; 241 192; 213 195
31; 410 192; 418 171; 445 180; 438 201
32; 38 184; 57 174; 71 201; 52 211
33; 502 179; 531 179; 531 204; 502 204
34; 106 209; 121 182; 141 193; 127 220
35; 700 208; 716 183; 735 195; 719 220
36; 273 199; 296 196; 300 225; 277 228
37; 294 192; 322 187; 327 217; 299 222
38; 754 228; 754 200; 780 200; 780 228
39; 767 191; 792 175; 805 193; 780 210
40; 668 205; 691 201; 696 230; 673 234
41; -2 207; 18 207; 18 237; -2 237
42; 424 224; 438 199; 462 212; 447 238
43; 121 215; 151 215; 151 242; 121 242
44; 459 217; 483 213; 488 243; 464 247
45; 221 253; 227 222; 254 226; 249 258
46; 625 230; 649 230; 649 260; 625 260
47; 992 266; 992 236; 1016 236; 1016 266
48; 969 255; 969 226; 992 226; 992 255
49; 244 265; 249 233; 277 238; 271 270
50; 394 305; 406 279; 433 292; 421 318
51; 407 282; 419 254; 441 263; 429 291
52; 97 298; 114 281; 136 303; 119 320
53; 999 317; 999 285; 1024 285; 1024 317
54; 976 316; 979 284; 1001 286; 999 317
55; 860 336; 877 316; 900 337; 883 356
56; 29 340; 53 340; 53 372; 29 372
57; 145 347; 167 347; 167 382; 145 382
58; 911 360; 934 360; 934 391; 911 391
59; 796 378; 814 360; 835 381; 817 399
60; 294 363; 320 363; 320 396; 294 396
61; 476 398; 492 379; 515 399; 499 418
62; 184 395; 208 392; 212 423; 188 426
63; 959 392; 983 392; 983 421; 959 421
64; 327 391; 354 391; 354 424; 327 424
65; 430 438; 430 407; 457 407; 457 438
66; 418 417; 427 382; 443 386; 433 421
67; 349 455; 350 426; 381 427; 380 456
68; 352 431; 352 405; 383 405; 383 431
69; 527 439; 552 439; 552 471; 527 471
70; 271 465; 293 443; 310 461; 289 482
71; 834 470; 857 449; 873 468; 850 488
72; 324 485; 347 485; 347 516; 324 516
73; 936 487; 965 487; 965 510; 936 510
74; 480 490; 504 490; 504 520; 480 520
75; 160 496; 183 494; 186 527; 162 528
76; 63 514; 91 500; 102 522; 74 536
77; 213 544; 242 532; 253 557; 224 569
78; 193 526; 220 509; 234 532; 207 549
79; 28 531; 51 531; 51 561; 28 561
80; 819 562; 835 543; 858 563; 842 581
81; 434 557; 458 557; 458 587; 434 587
82; 929 562; 959 552; 967 576; 938 586
83; 65 561; 88 554; 97 582; 74 589
84; 537 579; 563 563; 576 585; 549 601
85; 879 576; 900 576; 900 590; 879 590
86; 735 597; 746 575; 773 589; 762 611
87; 906 595; 932 576; 946 595; 920 614
88; 107 579; 133 579; 133 610; 107 610
89; 134 600; 157 597; 161 629; 138 632
90; 481 619; 508 600; 522 619; 494 638
91; 371 598; 394 593; 401 623; 378 628
92; 677 609; 690 609; 690 626; 677 626
93; 767 623; 786 598; 805 612; 787 637
94; 296 627; 307 604; 335 618; 324 641
95; 643 639; 674 626; 684 649; 653 662
96; 468 640; 493 631; 505 661; 480 671
97; 430 641; 454 641; 454 670; 430 670
98; 136 653; 166 642; 174 665; 145 676
99; 623 685; 631 654; 654 660; 647 691
100; 330 671; 359 658; 369 681; 340 693
101; 765 679; 782 654; 806 671; 790 696
102; 82 686; 106 660; 124 677; 101 703
103; 7 694; 35 679; 47 700; 18 715
104; 67 692; 90 692; 90 716; 67 716
105; 762 692; 787 689; 791 720; 766 723
106; 306 703; 321 683; 353 707; 337 727
107; 806 709; 829 699; 840 728; 817 737
108; 510 716; 532 716; 532 747; 510 747
109; 376 730; 399 730; 399 760; 376 760
110; 78 761; 78 729; 113 729; 113 761
111; 61 754; 61 714; 88 714; 88 754
112; 1002 786; 1002 755; 1025 755; 1025 786
113; 979 762; 979 728; 1002 728; 1002 762
114; 736 748; 747 726; 773 739; 762 761
115; 695 747; 718 747; 718 777; 695 777
116; 857 763; 885 751; 894 773; 866 785
117; 229 777; 239 754; 268 767; 258 790
118; 84 768; 117 759; 124 786; 91 794
119; 124 766; 149 766; 149 795; 124 795
120; 971 762; 994 762; 994 794; 971 794
121; 197 785; 206 764; 234 776; 224 797
122; 563 771; 586 766; 593 796; 570 801
123; 383 785; 406 782; 409 812; 386 815
124; 656 791; 680 791; 680 822; 656 822
125; 692 792; 721 792; 721 821; 692 821
126; 734 793; 762 793; 762 823; 734 823
127; 283 821; 294 790; 322 801; 310 831
128; 254 794; 269 775; 297 799; 282 817
129; 103 797; 126 794; 129 826; 106 829
130; 408 805; 432 805; 432 832; 408 832
131; 706 814; 739 814; 739 841; 706 841
132; 308 821; 334 818; 338 850; 313 854
133; 261 883; 276 859; 302 875; 287 899
134; 279 863; 296 839; 322 857; 305 881
135; 691 871; 742 869; 743 896; 693 898
136; 18 878; 47 865; 57 886; 28 900
137; 739 882; 767 867; 778 888; 751 903
138; 229 894; 243 870; 269 885; 255 909
139; 148 889; 178 889; 178 914; 148 914
140; 688 895; 719 895; 719 924; 688 924
141; 202 901; 231 901; 231 933; 202 933
142; 758 930; 765 905; 795 914; 789 938
143; 183 924; 206 924; 206 955; 183 955
144; 681 925; 710 925; 710 955; 681 955
145; 224 932; 247 930; 249 962; 225 963
146; 298 928; 328 928; 328 957; 298 957
147; 935 942; 961 925; 975 945; 949 962
148; 567 959; 587 934; 606 950; 586 974
149; 299 965; 328 953; 339 980; 309 991
150; 182 963; 206 963; 206 993; 182 993
151; 881 989; 899 964; 919 978; 901 1003
152; 266 972; 290 965; 298 996; 274 1002
153; 539 985; 562 985; 562 1017; 539 1017
154; 596 997; 621 979; 635 998; 611 1016
155; 690 997; 716 978; 730 996; 705 1016
156; 234 1007; 241 977; 265 983; 257 1013
157; 497 1002; 523 985; 536 1006; 510 1023
