0; 1 11; 23 11; 23 40; 1 40
1; 107 -1; 129 -1; 129 25; 107 25
2; 452 2; 482 2; 482 25; 452 25
3; 645 0; 676 0; 676 24; 645 24
4; 813 -1; 834 -1; 834 28; 813 28
5; 853 11; 874 11; 874 42; 853 42
6; 687 -1; 708 -1; 708 32; 687 32
7; 527 37; 531 7; 550 9; 546 40
8; 542 37; 554 -4; 575 3; 563 44
9; 583 21; 602 21; 602 38; 583 38
10; 175 37; 184 19; 213 33; 204 52
11; 410 50; 410 24; 438 24; 438 50
12; 417 25; 417 -1; 437 -1; 437 25
13; 880 28; 900 18; 915 49; 895 59
14; 213 45; 239 29; 250 47; 225 63
15; 431 44; 461 33; 469 54; 438 65
16; 60 47; 74 33; 102 60; 87 75
17; 994 43; 1015 43; 1015 78; 994 78
18; 605 38; 633 38; 633 65; 605 65
19; 477 47; 499 47; 499 78; 477 78
20; 296 77; 296 49; 322 49; 322 77
21; 276 64; 278 32; 300 34; 298 66
22; 357 69; 381 47; 395 63; 371 85
23; 865 56; 896 53; 898 76; 867 80
24; 693 48; 715 48; 715 79; 693 79
25; 37 77; 51 60; 74 78; 61 95
26; 75 69; 93 57; 114 89; 96 101
27; 400 67; 426 67; 426 88; 400 88
28; 738 89; 753 74; 776 97; 761 112
29; 974 78; 1004 78; 1004 99; 974 99
30; 833 75; 861 75; 861 103; 833 103
31; 864 107; 895 90; 907 113; 877 130
32; 854 93; 886 75; 897 96; 866 113
33; 787 98; 816 86; 825 108; 795 120
34; 333 102; 345 86; 372 108; 359 124
35; 572 115; 582 97; 611 111; 602 130
36; 229 120; 250 95; 267 109; 246 134
37; 999 110; 1023 110; 1023 131; 999 131
38; 26 108; 56 108; 56 128; 26 128
39; 503 117; 531 117; 531 137; 503 137
40; 114 134; 124 115; 154 131; 144 150
41; 422 116; 443 116; 443 145; 422 145
42; 59 125; 80 118; 91 151; 70 158
43; 94 128; 117 128; 117 156; 94 156
44; 154 147; 177 124; 192 138; 169 161
45; 334 141; 341 123; 373 135; 367 153
46; 262 153; 277 135; 303 157; 288 176
47; 276 135; 291 118; 316 140; 302 157
48; 708 150; 735 135; 745 154; 719 168
49; 559 142; 585 140; 589 170; 562 173
50; 580 146; 609 134; 616 154; 587 166
51; 245 145; 269 145; 269 174; 245 174
52; 309 156; 340 154; 342 176; 311 179
53; 499 187; 502 155; 524 157; 522 188
54; 37 185; 68 175; 76 202; 45 212
55; 19 186; 19 155; 41 155; 41 186
56; 37 185; 37 156; 76 156; 76 185
57; 467 165; 491 157; 502 186; 478 195
58; 392 171; 410 158; 429 186; 411 198
59; 408 163; 424 151; 443 179; 427 190
60; 276 185; 300 160; 318 178; 294 203
61; 334 183; 351 169; 374 200; 357 213
62; 606 173; 627 168; 634 199; 613 204
63; 204 211; 236 210; 237 231; 205 233
64; 199 206; 205 186; 239 196; 233 216
65; 419 203; 450 203; 450 225; 419 225
66; 268 211; 295 194; 307 215; 280 231
67; 705 210; 727 210; 727 239; 705 239
68; 1013 259; 1013 232; 1024 232; 1024 259
69; 974 254; 991 223; 1011 233; 994 265
70; 990 230; 999 197; 1025 204; 1016 237
71; 790 225; 821 214; 828 234; 798 245
72; 346 248; 354 229; 384 241; 376 261
73; 324 231; 341 231; 341 254; 324 254
74; 581 235; 615 235; 615 267; 581 267
75; 896 235; 918 235; 918 265; 896 265
76; 516 266; 524 236; 545 241; 537 271
77; 88 255; 100 238; 126 258; 114 274
78; 34 248; 54 248; 54 278; 34 278
79; 811 258; 841 258; 841 278; 811 278
80; 381 280; 389 259; 421 271; 413 293
81; 676 281; 690 261; 718 278; 705 299
82; 690 262; 703 241; 732 260; 719 280
83; 735 263; 757 254; 769 284; 748 293
84; 221 275; 250 275; 250 304; 221 304
85; 452 280; 472 280; 472 311; 452 311
86; 526 305; 536 275; 562 284; 552 313
87; 249 283; 275 283; 275 313; 249 313
88; 553 301; 584 283; 595 303; 564 320
89; 350 293; 371 293; 371 324; 350 324
90; 861 312; 870 293; 898 307; 889 325
91; 466 309; 496 295; 506 316; 476 331
92; 213 303; 240 303; 240 328; 213 328
93; 798 332; 811 313; 844 337; 830 356
94; 808 298; 836 288; 843 307; 814 317
95; 813 320; 831 295; 864 319; 846 343
96; 780 304; 806 304; 806 332; 780 332
97; 150 325; 177 312; 186 330; 159 343
98; 534 312; 560 312; 560 340; 534 340
99; 408 338; 421 310; 440 318; 427 346
100; 604 322; 630 322; 630 353; 604 353
101; 344 352; 354 321; 377 329; 366 360
102; 573 327; 603 327; 603 347; 573 347
103; 224 354; 231 326; 253 331; 246 360
104; 719 334; 742 334; 742 365; 719 365
105; 448 333; 471 329; 476 358; 454 363
106; 473 354; 485 335; 515 353; 503 372
107; 925 353; 949 330; 976 358; 951 381
108; 745 346; 772 346; 772 376; 745 376
109; 771 343; 796 343; 796 373; 771 373
110; 681 376; 693 357; 722 376; 710 395
111; 858 375; 876 360; 898 386; 880 401
112; 120 363; 143 363; 143 394; 120 394
113; 158 387; 174 371; 197 394; 181 410
114; 28 397; 43 368; 65 379; 51 408
115; 231 384; 246 374; 265 403; 250 413
116; 746 442; 746 420; 777 420; 777 442
117; 764 424; 764 387; 786 387; 786 424
118; 94 393; 116 390; 120 424; 98 426
119; 944 400; 975 400; 975 422; 944 422
120; 420 409; 448 397; 457 416; 429 429
121; 205 403; 236 403; 236 426; 205 426
122; 610 407; 629 407; 629 437; 610 437
123; 689 413; 719 413; 719 433; 689 433
124; 323 415; 354 415; 354 435; 323 435
125; 28 437; 45 409; 64 420; 47 448
126; 879 439; 897 415; 914 428; 896 452
127; 962 425; 990 425; 990 450; 962 450
128; 190 426; 214 426; 214 455; 190 455
129; 103 425; 124 418; 135 450; 115 457
130; 519 450; 523 429; 551 435; 547 455
131; 565 432; 591 432; 591 461; 565 461
132; 925 427; 945 427; 945 455; 925 455
133; 365 452; 388 435; 401 452; 378 469
134; 829 444; 860 444; 860 466; 829 466
135; 124 457; 134 438; 166 454; 157 473
136; 409 444; 432 444; 432 473; 409 473
137; 583 462; 592 444; 621 459; 612 476
138; 193 459; 211 449; 229 483; 211 493
139; 313 483; 313 456; 338 456; 338 483
140; 296 460; 300 429; 323 432; 318 463
141; 430 472; 455 456; 467 473; 442 489
142; 555 486; 559 458; 579 461; 575 489
143; 856 464; 881 464; 881 495; 856 495
144; 781 490; 798 464; 815 475; 799 501
145; 479 485; 506 468; 517 485; 490 502
146; 148 471; 177 471; 177 498; 148 498
147; 226 473; 252 473; 252 503; 226 503
148; 814 475; 832 462; 851 489; 833 501
149; 14 483; 39 483; 39 509; 14 509
150; 689 504; 708 479; 727 493; 708 519
151; 725 478; 752 478; 752 509; 725 509
152; 509 512; 532 488; 548 504; 524 527
153; 917 523; 917 495; 943 495; 943 523
154; 898 505; 898 476; 922 476; 922 505
