0; 216 -3; 251 -5; 253 40; 219 42
1; 613 -1; 649 -1; 649 19; 613 19
2; 928 -3; 963 -3; 963 17; 928 17
3; 818 37; 865 37; 865 66; 818 66
4; 650 65; 677 35; 711 65; 684 95
5; 806 93; 853 57; 871 80; 825 116
6; 772 87; 797 44; 834 66; 808 109
7; 396 85; 431 67; 453 111; 418 129
8; 742 117; 756 82; 798 100; 784 135
9; 866 100; 918 98; 919 129; 867 131
10; 193 130; 258 125; 261 157; 196 162
11; 331 163; 382 163; 382 199; 331 199
12; 239 188; 291 157; 307 183; 254 214
13; -3 219; 35 219; 35 259; -3 259
14; 552 227; 589 212; 606 254; 569 269
15; 75 280; 112 262; 132 302; 95 320
16; 706 306; 756 270; 773 295; 723 330
17; 287 321; 324 302; 344 340; 308 360
18; 719 420; 754 368; 779 385; 744 437
19; 495 440; 544 440; 544 474; 495 474
20; 207 526; 243 514; 260 562; 224 575
21; 702 572; 754 556; 762 586; 710 601
22; 461 569; 514 563; 518 595; 465 601
23; 423 572; 451 572; 451 598; 423 598
24; 364 591; 382 559; 424 583; 406 614
25; 631 581; 651 575; 662 614; 642 620
26; 97 614; 132 610; 137 659; 103 663
27; 340 627; 370 603; 398 639; 368 663
28; 190 630; 204 628; 210 669; 196 671
29; 225 667; 242 634; 281 653; 264 687
30; -2 652; 21 652; 21 685; -2 685
31; 456 682; 495 668; 509 709; 471 723
32; 900 691; 951 668; 964 697; 913 719
33; 484 757; 525 716; 549 739; 507 781
34; 15 774; 23 758; 62 777; 54 794
35; 675 832; 682 780; 715 784; 709 836
36; 574 788; 609 783; 616 834; 581 839
37; 985 878; 985 830; 1024 830; 1024 878
38; 916 818; 967 792; 981 818; 930 845
39; 940 861; 947 843; 978 855; 970 873
40; 947 839; 981 806; 1007 832; 973 865
41; 797 853; 847 851; 848 884; 799 887
42; 885 864; 942 849; 950 878; 893 893
43; 692 852; 721 846; 730 886; 701 893
44; 147 930; 196 930; 196 965; 147 965
45; 580 940; 615 923; 636 965; 602 982
46; 516 944; 568 942; 569 974; 517 976
47; 160 974; 191 972; 193 995; 161 997
48; 140 979; 162 977; 164 999; 143 1001
49; 487 1016; 496 981; 541 993; 532 1028
50; 671 988; 703 968; 729 1009; 697 1029
51; 367 990; 400 981; 412 1023; 379 1032
52; 929 997; 977 997; 977 1025; 929 1025
