0; 731 -1; 783 -1; 783 37; 731 37
1; 469 23; 520 0; 536 35; 485 59
2; 100 12; 152 -1; 163 43; 111 56
3; 888 24; 923 6; 948 53; 913 72
4; 690 29; 736 25; 740 64; 694 68
5; 241 90; 252 41; 288 48; 278 98
6; 919 66; 966 53; 976 87; 929 101
7; 858 91; 898 67; 917 99; 877 122
8; 402 116; 410 65; 446 70; 438 122
9; 776 89; 810 81; 821 132; 787 139
10; 684 107; 734 93; 744 128; 694 142
11; 915 147; 919 98; 953 100; 949 150
12; 401 121; 443 121; 443 180; 401 180
13; 744 159; 750 116; 780 120; 774 163
14; 1004 140; 1025 140; 1025 174; 1004 174
15; 581 127; 612 126; 614 170; 583 172
16; 465 131; 510 131; 510 169; 465 169
17; 317 148; 364 132; 375 162; 328 178
18; 806 154; 836 137; 861 183; 832 199
19; 79 211; 82 165; 117 167; 115 213
20; 436 200; 453 158; 486 172; 469 214
21; 843 198; 878 194; 884 240; 848 245
22; 791 207; 840 207; 840 245; 791 245
23; 883 208; 933 208; 933 242; 883 242
24; 620 214; 671 212; 673 247; 621 249
25; 566 212; 598 195; 621 240; 589 257
26; 522 269; 568 269; 568 288; 522 288
27; 821 281; 869 265; 880 300; 832 315
28; 266 335; 284 285; 320 299; 301 348
29; 82 340; 88 292; 121 297; 115 345
30; 184 313; 218 299; 235 344; 201 358
31; 944 329; 987 308; 1001 337; 959 358
32; 994 310; 1024 310; 1024 346; 994 346
33; 666 327; 706 312; 719 345; 679 361
34; 851 351; 879 311; 907 330; 879 370
35; 304 345; 351 340; 355 375; 308 380
36; 1000 359; 1025 359; 1025 393; 1000 393
37; -1 408; -1 360; 30 360; 30 408
38; 222 368; 255 367; 257 414; 224 416
39; 303 394; 347 394; 347 434; 303 434
40; 617 403; 656 403; 656 444; 617 444
41; 62 441; 84 395; 120 413; 97 459
42; 159 446; 193 406; 219 427; 185 468
43; 486 403; 521 403; 521 452; 486 452
44; 914 453; 931 408; 960 419; 944 463
45; 845 426; 889 409; 908 457; 865 475
46; 433 437; 476 434; 479 471; 436 475
47; 794 454; 839 442; 848 477; 803 488
48; 945 492; 994 492; 994 526; 945 526
49; 263 531; 266 494; 311 497; 309 534
50; 835 541; 846 495; 877 502; 866 549
51; 50 515; 101 497; 113 530; 62 548
52; 425 547; 452 503; 481 521; 454 565
53; 333 537; 347 504; 390 523; 375 556
54; 952 542; 1001 534; 1006 569; 958 577
55; 833 558; 878 558; 878 591; 833 591
56; 697 561; 747 561; 747 601; 697 601
57; 318 575; 369 564; 377 598; 326 610
58; 893 630; 897 585; 935 588; 930 634
59; 403 595; 451 594; 452 636; 405 637
60; 282 629; 316 607; 343 648; 310 670
61; 972 639; 1005 634; 1009 667; 976 671
62; 139 656; 185 656; 185 692; 139 692
63; 256 663; 302 655; 308 688; 262 696
64; 966 715; 977 658; 1010 665; 1000 721
65; 773 670; 805 670; 805 719; 773 719
66; 426 694; 452 667; 484 697; 459 725
67; 357 690; 404 672; 415 703; 369 721
68; 556 691; 602 669; 617 700; 571 722
69; 166 692; 212 687; 216 719; 170 725
70; 324 704; 361 704; 361 748; 324 748
71; 888 717; 930 717; 930 751; 888 751
72; 388 726; 430 712; 441 746; 399 760
73; 198 744; 244 730; 254 768; 209 781
74; 347 755; 378 737; 404 780; 373 799
75; 780 775; 810 755; 838 798; 808 818
76; 423 799; 461 789; 473 833; 434 843
77; 411 764; 458 752; 468 793; 422 805
78; 64 781; 98 781; 98 826; 64 826
79; 125 820; 150 795; 185 831; 160 856
80; 321 854; 337 805; 369 816; 353 864
81; 895 824; 944 813; 951 846; 903 857
82; 18 841; 44 813; 80 847; 54 875
83; 560 836; 592 821; 612 865; 580 880
84; 447 843; 479 825; 504 871; 472 888
85; 795 852; 830 852; 830 895; 795 895
86; 366 869; 411 855; 422 890; 377 904
87; 520 895; 568 888; 573 922; 524 929
88; 694 881; 742 881; 742 922; 694 922
89; 624 922; 648 879; 682 898; 658 941
90; 38 918; 85 918; 85 954; 38 954
91; 429 928; 461 928; 461 974; 429 974
92; 200 971; 202 923; 236 924; 234 973
93; 699 942; 724 919; 760 958; 735 981
94; 334 976; 351 930; 384 942; 366 988
95; 28 951; 72 951; 72 998; 28 998
96; 747 966; 790 955; 798 984; 755 996
97; 99 994; 120 967; 158 997; 137 1025
98; 464 1011; 467 965; 500 967; 498 1013
99; 718 980; 756 980; 756 1026; 718 1026
100; 881 1002; 916 1002; 916 1023; 881 1023
