0; 183 -4; 216 -4; 216 23; 183 23
1; 628 32; 673 -13; 695 8; 650 53
2; 108 50; 140 29; 163 63; 131 85
3; 149 81; 189 34; 212 54; 172 100
4; 825 89; 826 56; 877 58; 875 91
5; 466 51; 498 51; 498 98; 466 98
6; 764 105; 785 72; 823 96; 802 129
7; 286 93; 312 93; 312 127; 286 127
8; 123 106; 156 87; 177 125; 145 144
9; 260 140; 260 102; 287 102; 287 140
10; 213 126; 245 108; 267 148; 234 166
11; 388 140; 423 127; 439 171; 403 183
12; 296 157; 331 145; 346 191; 312 202
13; 364 199; 420 178; 431 208; 375 229
14; 217 334; 252 322; 266 364; 231 376
15; 698 345; 752 329; 761 358; 706 374
16; 902 381; 903 350; 953 351; 952 382
17; 267 405; 275 358; 306 363; 298 410
18; 426 437; 480 420; 489 447; 435 465
19; 687 481; 733 450; 749 474; 703 505
20; 323 540; 344 505; 386 531; 365 565
21; 264 552; 317 510; 336 534; 283 576
22; 227 568; 271 550; 282 576; 238 594
23; 721 586; 760 576; 771 622; 733 631
24; 678 651; 678 618; 727 618; 727 651
25; 961 643; 995 622; 1020 661; 986 683
26; 843 666; 890 625; 909 646; 862 688
27; 589 702; 627 654; 650 672; 612 721
28; 129 724; 158 698; 187 730; 158 756
29; 420 757; 471 738; 482 766; 430 785
30; 476 767; 509 760; 519 806; 486 814
31; 324 780; 358 766; 376 809; 342 823
32; 524 833; 524 805; 571 805; 571 833
33; 527 810; 529 779; 575 781; 573 812
34; 331 831; 383 824; 387 854; 336 861
35; 939 830; 992 822; 997 853; 944 861
36; 410 849; 443 835; 460 875; 427 889
37; 93 893; 125 885; 137 932; 104 940
38; 323 946; 345 899; 374 912; 352 960
39; 415 934; 440 885; 466 899; 441 947
40; 362 929; 395 912; 416 954; 382 970
41; 330 955; 363 942; 382 988; 350 1001
42; 295 970; 334 969; 336 1027; 297 1029
43; 239 978; 273 968; 288 1016; 254 1026
44; -1 1002; 27 1002; 27 1025; -1 1025
