0; 35 26; 63 5; 78 26; 50 46
1; 617 12; 651 12; 651 38; 617 38
2; 841 11; 875 11; 875 37; 841 37
3; 0 38; 29 38; 29 64; 0 64
4; 857 56; 877 44; 891 68; 872 80
5; 590 71; 600 49; 635 64; 625 86
6; 759 79; 781 54; 800 71; 778 96
7; 136 81; 144 58; 176 68; 168 91
8; 392 75; 424 59; 435 81; 403 97
9; 314 74; 347 74; 347 100; 314 100
10; 513 91; 531 76; 554 105; 536 120
11; 796 106; 813 89; 840 115; 823 132
12; 895 110; 916 99; 933 132; 912 143
13; 88 137; 92 111; 126 116; 122 142
14; 94 109; 104 76; 131 85; 121 117
15; 614 137; 641 115; 657 134; 631 157
16; 135 127; 158 127; 158 153; 135 153
17; 869 146; 888 131; 911 159; 892 174
18; 984 142; 1017 142; 1017 169; 984 169
19; 809 171; 834 140; 853 155; 828 186
20; 119 158; 143 146; 159 178; 135 190
21; 789 171; 820 171; 820 206; 789 206
22; 895 185; 926 167; 939 189; 908 207
23; 675 177; 709 177; 709 201; 675 201
24; 748 185; 771 171; 790 201; 766 215
25; 967 208; 977 186; 1011 202; 1001 224
26; 77 216; 99 189; 118 205; 96 232
27; 590 230; 598 206; 631 216; 623 240
28; 469 238; 477 214; 508 225; 501 248
29; 992 221; 1024 221; 1024 246; 992 246
30; 740 253; 745 228; 779 234; 774 259
31; 659 266; 675 235; 697 247; 682 277
32; 143 257; 176 257; 176 281; 143 281
33; 541 261; 563 251; 578 283; 556 293
34; 276 282; 300 253; 319 269; 295 298
35; 304 228; 328 226; 332 268; 308 270
36; 738 270; 771 270; 771 294; 738 294
37; 491 293; 515 266; 533 282; 509 309
38; 863 284; 882 269; 903 296; 884 311
39; 170 317; 173 291; 208 295; 205 320
40; 603 323; 633 299; 650 320; 620 344
41; 885 325; 913 311; 925 334; 896 348
42; 935 345; 946 324; 979 342; 967 363
43; 647 340; 679 340; 679 365; 647 365
44; 103 353; 124 340; 140 368; 119 380
45; 728 364; 735 341; 765 349; 758 373
46; 67 348; 100 348; 100 372; 67 372
47; 914 373; 928 354; 956 376; 941 394
48; 878 374; 894 358; 918 383; 902 399
49; 607 366; 640 366; 640 391; 607 391
50; 226 394; 226 369; 263 369; 263 394
51; 212 385; 212 365; 229 365; 229 385
52; 305 370; 328 370; 328 400; 305 400
53; 411 377; 443 377; 443 404; 411 404
54; -2 439; -2 403; 23 403; 23 439
55; 12 405; 14 382; 47 384; 45 408
56; 948 410; 978 385; 993 404; 964 428
57; 405 400; 435 400; 435 430; 405 430
58; 850 405; 872 397; 885 433; 863 441
59; 46 426; 57 405; 88 421; 78 442
60; 935 415; 958 415; 958 441; 935 441
61; 467 446; 483 414; 504 424; 488 456
62; 596 442; 608 421; 637 437; 625 458
63; 783 430; 816 430; 816 455; 783 455
64; 537 427; 559 427; 559 462; 537 462
65; 919 472; 919 450; 938 450; 938 472
66; 894 449; 913 421; 935 435; 915 464
67; 858 452; 875 435; 902 462; 885 479
68; 166 453; 189 443; 203 475; 180 485
69; 795 454; 832 454; 832 477; 795 477
70; 441 461; 464 453; 476 489; 453 496
71; 661 469; 694 469; 694 494; 661 494
72; 881 498; 910 477; 924 497; 895 518
73; 270 517; 291 487; 312 501; 290 532
74; 324 500; 347 490; 362 523; 339 533
75; 9 519; 34 499; 49 518; 24 538
76; 647 517; 679 501; 690 523; 658 539
77; 66 507; 98 507; 98 533; 66 533
78; 508 528; 526 512; 549 537; 531 554
79; 143 527; 164 514; 183 545; 161 558
80; 722 546; 759 543; 761 568; 725 571
81; 672 553; 695 543; 708 577; 685 586
82; 221 573; 247 541; 267 557; 241 589
83; 175 585; 178 559; 212 564; 209 589
84; 208 597; 229 576; 254 602; 234 622
85; 941 599; 972 576; 987 596; 957 619
86; 89 596; 111 585; 127 617; 105 628
87; 468 613; 484 594; 513 620; 496 639
88; 605 621; 641 621; 641 646; 605 646
89; 653 627; 677 617; 691 652; 668 661
90; 562 638; 594 638; 594 664; 562 664
91; 95 670; 115 642; 135 656; 115 684
92; 459 667; 482 639; 501 654; 478 682
93; 971 665; 989 649; 1012 675; 994 691
94; 201 661; 222 650; 239 683; 217 694
95; 821 702; 821 668; 849 668; 849 702
96; 841 659; 866 652; 876 684; 850 691
97; 154 684; 164 662; 196 676; 187 698
98; 312 697; 326 669; 350 680; 335 709
99; 460 707; 484 681; 502 697; 478 724
100; 0 697; 20 683; 39 710; 20 724
101; 236 730; 241 687; 266 690; 260 733
102; 412 697; 440 697; 440 728; 412 728
103; 46 734; 49 707; 83 710; 81 737
104; 71 710; 91 702; 102 728; 82 737
105; 323 748; 329 723; 361 730; 356 756
106; 249 727; 282 727; 282 758; 249 758
107; 581 734; 614 727; 619 751; 586 758
108; 995 747; 1026 747; 1026 778; 995 778
109; 911 774; 944 774; 944 799; 911 799
110; 83 821; 93 795; 132 810; 123 835
111; 371 807; 393 793; 413 825; 392 839
112; 288 818; 310 807; 327 840; 304 851
113; 71 821; 104 821; 104 853; 71 853
114; 620 828; 655 828; 655 853; 620 853
115; 304 858; 339 858; 339 883; 304 883
116; 947 884; 948 859; 983 862; 981 886
117; 429 861; 462 861; 462 885; 429 885
118; 365 884; 383 856; 403 869; 386 897
119; 639 875; 672 875; 672 902; 639 902
120; 505 889; 528 881; 539 916; 517 924
121; 423 904; 465 888; 473 908; 430 924
122; 822 889; 857 889; 857 915; 822 915
123; 892 909; 919 875; 937 889; 910 923
124; 307 908; 329 899; 342 934; 319 942
125; 626 916; 650 899; 669 927; 646 944
126; 102 914; 134 914; 134 936; 102 936
127; 340 922; 377 922; 377 945; 340 945
128; 466 928; 505 921; 508 943; 470 949
129; 385 933; 416 933; 416 956; 385 956
130; 617 935; 642 930; 649 965; 624 970
131; 910 936; 943 936; 943 959; 910 959
132; 179 959; 188 936; 218 948; 209 971
133; 783 946; 807 940; 815 973; 792 979
134; 561 970; 579 948; 604 970; 585 991
135; 85 961; 107 950; 122 980; 100 991
136; 529 978; 538 955; 569 967; 560 990
137; 644 977; 665 959; 687 985; 666 1003
138; 489 978; 509 966; 527 994; 507 1007
139; 942 973; 974 973; 974 997; 942 997
140; 374 1026; 374 1011; 451 1011; 451 1026
141; 405 1007; 405 978; 437 978; 437 1007
142; 635 1025; 635 1011; 662 1011; 662 1025
143; 620 1016; 620 983; 653 983; 653 1016
144; 677 997; 706 997; 706 1025; 677 1025
145; 801 998; 830 998; 830 1025; 801 1025
