0; 944 0; 988 0; 988 20; 944 20
1; 852 41; 907 32; 910 50; 855 59
2; 819 56; 839 -10; 876 1; 856 67
3; 741 17; 776 17; 776 58; 741 58
4; 678 68; 679 33; 725 34; 723 70
5; 759 49; 817 31; 826 61; 769 79
6; 969 78; 978 45; 1029 58; 1020 91
7; 378 65; 395 41; 435 69; 418 93
8; 593 103; 595 68; 636 71; 634 106
9; 46 100; 54 65; 99 76; 90 111
10; 447 110; 452 72; 493 77; 489 115
11; 531 109; 562 64; 588 82; 558 127
12; 787 87; 819 76; 835 121; 802 132
13; 389 165; 441 163; 443 208; 391 210
14; 696 192; 745 183; 751 217; 702 226
15; 60 229; 72 193; 117 208; 105 244
16; 788 268; 793 220; 828 224; 822 272
17; 652 255; 670 222; 712 246; 694 278
18; 468 258; 500 258; 500 286; 468 286
19; 727 309; 735 258; 770 263; 762 314
20; 815 279; 863 279; 863 313; 815 313
21; 467 285; 498 285; 498 310; 467 310
22; 621 295; 653 292; 657 338; 625 341
23; 442 342; 474 297; 499 316; 468 360
24; 130 313; 164 313; 164 356; 130 356
25; -3 346; 23 303; 53 322; 27 365
26; 58 347; 92 309; 127 339; 92 378
27; 655 348; 706 343; 709 377; 658 381
28; 879 372; 917 336; 943 363; 905 399
29; 614 378; 661 378; 661 414; 614 414
30; 75 381; 98 381; 98 404; 75 404
31; 293 448; 331 406; 356 429; 319 470
32; 124 470; 133 419; 170 425; 161 477
33; 215 479; 268 466; 276 499; 223 512
34; 580 508; 617 496; 632 545; 596 557
35; 306 509; 337 509; 337 557; 306 557
36; 600 548; 632 548; 632 582; 600 582
37; 695 566; 719 537; 759 570; 734 599
38; -2 558; 30 558; 30 603; -2 603
39; 216 602; 229 574; 279 597; 265 625
40; 611 598; 659 586; 668 620; 620 632
41; 676 629; 693 574; 725 584; 708 639
42; 551 612; 595 612; 595 645; 551 645
43; 256 619; 306 619; 306 651; 256 651
44; 452 646; 500 623; 513 651; 465 674
45; 105 647; 140 636; 154 682; 119 692
46; 217 657; 273 657; 273 691; 217 691
47; 270 655; 310 652; 312 692; 273 694
48; 414 689; 447 680; 459 730; 427 739
49; 117 758; 123 723; 175 732; 168 768
50; 460 781; 491 781; 491 807; 460 807
51; 375 780; 415 780; 415 825; 375 825
52; 934 814; 973 778; 996 803; 957 839
53; 181 811; 228 779; 245 805; 199 836
54; 451 806; 483 806; 483 828; 451 828
55; 367 859; 370 816; 425 821; 422 863
56; 847 859; 864 815; 898 828; 881 872
57; 138 865; 168 865; 168 918; 138 918
58; 827 881; 871 879; 873 910; 829 913
59; 1000 905; 1023 905; 1023 938; 1000 938
60; 113 917; 146 913; 152 967; 119 970
61; 845 922; 876 898; 906 938; 875 961
62; 753 920; 782 913; 794 961; 764 968
63; 167 933; 217 933; 217 965; 167 965
64; 903 959; 952 935; 967 964; 917 989
65; 479 965; 514 935; 540 964; 505 995
66; 843 1027; 843 991; 892 991; 892 1027
67; 874 949; 908 944; 916 1004; 882 1008
68; 129 977; 156 953; 189 991; 162 1015
69; 745 1010; 759 964; 793 974; 779 1020
70; 463 989; 497 989; 497 1025; 463 1025
