0; 742 -1; 773 -1; 773 20; 742 20
1; 505 38; 513 5; 562 18; 553 51
2; 194 77; 208 27; 239 36; 225 85
3; 969 86; 978 37; 1009 43; 1000 91
4; 448 117; 456 63; 488 69; 479 122
5; 299 89; 325 68; 356 106; 330 127
6; 227 110; 250 87; 285 121; 261 145
7; 435 139; 455 111; 499 142; 478 171
8; 741 213; 789 197; 801 231; 753 247
9; 653 238; 678 212; 717 251; 692 277
10; 584 289; 632 274; 642 307; 595 322
11; 293 330; 318 295; 360 324; 335 360
12; 859 325; 887 304; 917 345; 889 366
13; 1002 342; 1026 342; 1026 380; 1002 380
14; 507 405; 548 376; 569 406; 528 435
15; 846 474; 869 458; 895 496; 873 512
16; 14 491; 25 460; 71 476; 59 508
17; 368 532; 418 532; 418 568; 368 568
18; 648 595; 675 550; 703 567; 676 612
19; 28 601; 42 570; 89 589; 76 620
20; 430 654; 460 612; 487 631; 457 673
21; 649 637; 672 612; 711 648; 688 673
22; 544 619; 561 619; 562 663; 546 664
23; 994 660; 1027 660; 1027 698; 994 698
24; 201 675; 219 644; 265 670; 247 701
25; 951 712; 971 678; 1012 702; 992 736
26; 344 753; 353 705; 387 711; 378 760
27; 442 737; 455 705; 501 724; 488 756
28; 4 763; 31 717; 60 734; 33 779
29; 929 748; 950 716; 991 743; 970 774
30; 135 787; 157 760; 198 794; 176 821
31; 185 796; 202 768; 247 796; 230 824
32; 207 891; 215 843; 247 849; 238 896
33; 247 885; 262 855; 310 879; 295 909
34; 605 927; 618 897; 666 918; 652 948
35; 932 909; 979 909; 979 945; 932 945
36; 103 942; 137 934; 149 981; 114 989
37; 565 996; 580 962; 626 983; 611 1017
38; 160 986; 200 953; 222 981; 182 1014
