0; 196 -2; 244 -2; 244 18; 196 18
1; 425 -3; 469 -3; 469 22; 425 22
2; 634 9; 661 -2; 677 38; 649 49
3; 660 0; 685 -8; 699 34; 675 42
4; 623 79; 635 34; 669 43; 657 88
5; 593 68; 604 27; 639 36; 628 77
6; 801 96; 804 75; 822 77; 819 99
7; 786 71; 801 31; 840 45; 825 85
8; 42 67; 68 42; 96 72; 70 97
9; 60 42; 82 26; 104 56; 83 72
10; 652 101; 656 57; 699 61; 695 105
11; 618 114; 650 102; 663 138; 630 149
12; 601 104; 632 77; 654 101; 622 129
13; 334 112; 368 89; 389 119; 355 142
14; 328 94; 366 68; 379 87; 340 113
15; 946 126; 951 72; 985 75; 980 130
16; 777 120; 813 107; 825 139; 789 152
17; 767 96; 806 86; 814 116; 775 126
18; 647 175; 674 135; 700 153; 674 192
19; 628 163; 654 127; 676 143; 650 179
20; 934 162; 955 162; 955 178; 934 178
21; 764 193; 771 175; 796 185; 788 203
22; 45 197; 74 166; 98 189; 69 219
23; 35 193; 40 138; 69 140; 65 196
24; 952 172; 980 147; 1021 194; 994 219
25; 812 205; 847 165; 881 194; 845 235
26; 790 190; 808 190; 808 215; 790 215
27; 874 227; 877 198; 920 201; 917 231
28; 876 203; 879 171; 916 174; 914 206
29; 911 248; 911 199; 943 199; 943 248
30; 928 208; 928 180; 956 180; 956 208
31; 484 230; 504 202; 551 236; 531 264
32; 568 234; 581 230; 590 258; 576 262
33; 136 226; 157 218; 173 261; 151 269
34; 158 226; 185 216; 199 253; 172 263
35; 804 231; 842 231; 842 280; 804 280
36; 910 272; 912 246; 927 247; 925 273
37; 734 274; 766 242; 795 271; 763 303
38; 837 291; 846 258; 900 273; 891 306
39; 474 273; 503 256; 532 306; 502 323
40; 157 318; 182 315; 187 357; 162 360
41; 726 348; 765 309; 791 335; 752 374
42; 521 340; 544 307; 592 340; 569 373
43; 129 333; 159 324; 173 370; 143 379
44; 827 365; 842 329; 897 352; 881 388
45; 4 389; 42 354; 61 375; 23 410
46; 386 397; 397 378; 432 399; 421 418
47; 647 401; 689 372; 711 403; 669 432
48; 617 430; 618 393; 658 394; 657 431
49; 610 380; 646 365; 658 395; 622 410
50; 533 422; 549 389; 596 411; 579 445
51; 180 427; 203 395; 248 427; 225 459
52; 44 442; 45 426; 64 427; 63 443
53; 81 420; 108 420; 108 464; 81 464
54; 858 429; 881 429; 881 456; 858 456
55; 936 437; 953 434; 958 464; 940 467
56; -2 434; 49 422; 58 459; 7 471
57; 414 486; 432 431; 472 445; 454 499
58; 515 457; 533 422; 579 445; 562 480
59; 876 451; 921 451; 921 471; 876 471
60; 103 460; 120 460; 120 478; 103 478
61; 185 487; 203 449; 247 470; 229 508
62; 917 513; 929 476; 977 491; 965 528
63; 264 522; 279 476; 320 490; 306 535
64; 818 520; 820 489; 856 492; 854 522
65; 797 527; 797 502; 817 502; 817 527
66; 234 501; 257 501; 257 529; 234 529
67; 43 504; 65 504; 65 532; 43 532
68; 542 540; 561 492; 599 506; 580 555
69; 191 528; 246 515; 253 544; 198 557
70; 166 541; 194 541; 194 574; 166 574
71; 857 527; 888 527; 888 577; 857 577
72; 908 590; 911 540; 951 542; 949 592
73; 304 569; 342 533; 371 563; 332 599
74; 898 591; 931 580; 950 634; 918 646
75; 393 643; 408 601; 451 616; 437 659
76; 27 632; 64 599; 91 630; 54 662
77; 216 669; 240 619; 274 635; 250 686
78; 319 647; 339 617; 381 646; 361 676
79; 75 662; 82 632; 119 640; 113 670
80; 536 668; 551 632; 597 651; 582 687
81; 73 663; 104 663; 104 680; 73 680
82; 301 689; 315 657; 357 675; 343 707
83; 288 660; 305 658; 310 691; 293 694
84; 256 644; 287 637; 303 699; 271 707
85; 910 661; 947 661; 947 707; 910 707
86; 630 683; 683 680; 685 718; 632 722
87; 73 718; 114 698; 127 725; 86 745
88; 63 715; 63 676; 106 676; 106 715
89; 356 741; 358 708; 396 709; 394 743
90; 359 713; 360 689; 393 690; 392 715
91; 273 702; 320 702; 320 749; 273 749
92; 597 707; 644 707; 644 749; 597 749
93; 101 743; 128 717; 151 740; 124 766
94; 28 727; 83 717; 90 756; 35 766
95; 495 771; 525 722; 550 738; 521 786
96; 195 761; 243 726; 264 753; 215 789
97; 814 788; 833 747; 858 759; 838 800
98; 793 776; 811 739; 838 753; 821 789
99; 129 812; 156 767; 190 786; 163 832
100; 767 815; 786 772; 826 790; 806 833
101; 524 828; 541 786; 566 796; 548 838
102; 502 819; 517 781; 544 792; 528 829
103; 910 792; 949 790; 951 843; 913 845
104; 802 853; 832 809; 864 830; 835 874
105; 792 846; 792 821; 822 821; 822 846
106; 630 867; 661 841; 680 863; 649 890
107; 928 877; 938 839; 983 850; 973 888
108; 61 852; 106 852; 106 891; 61 891
109; 181 877; 210 828; 241 846; 212 895
110; 150 856; 176 856; 176 885; 150 885
111; 122 872; 152 872; 152 893; 122 893
112; 331 904; 339 880; 365 889; 356 913
113; 346 914; 364 874; 405 892; 388 932
114; 765 891; 812 867; 827 896; 779 920
115; 638 895; 674 867; 690 887; 654 915
116; 688 868; 721 868; 721 924; 688 924
117; 929 891; 970 886; 976 945; 935 949
118; 2 927; 40 927; 40 980; 2 980
119; 108 935; 149 935; 149 985; 108 985
120; 515 978; 538 951; 560 970; 536 997
121; 495 970; 526 935; 545 952; 515 987
122; 921 957; 941 957; 941 974; 921 974
123; 570 977; 606 930; 635 952; 598 999
124; 839 975; 890 968; 895 1006; 844 1013
125; 913 1006; 921 977; 963 988; 955 1017
126; 34 1025; 34 1008; 74 1008; 74 1025
127; 3 1008; 3 973; 55 973; 55 1008
128; 86 986; 134 986; 134 1024; 86 1024
